FishmiR Mature ID,Brain_RPM,Gills_RPM,Heart_RPM,Muscle_RPM,Intestine_RPM,Liver_RPM,Ovary_RPM,Testis_RPM,Head-kidney_RPM,Spleen_RPM
FMDANRERM0142,15.27,No_Data,0,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0397,17.29,No_Data,95,No_Data,No_Data,No_Data,580,167,No_Data,No_Data
FMDANRERM0143,0.13,No_Data,0,No_Data,No_Data,No_Data,4,1,No_Data,No_Data
FMDANRERM0144,160.97,No_Data,169,No_Data,No_Data,No_Data,323,387,No_Data,No_Data
FMDANRERM0145,38.19,No_Data,14,No_Data,No_Data,No_Data,56,39,No_Data,No_Data
FMDANRERM0398,4195.98,No_Data,4639,No_Data,No_Data,No_Data,12448,11078,No_Data,No_Data
FMDANRERM0399,89.12,No_Data,24,No_Data,No_Data,No_Data,71,67,No_Data,No_Data
FMDANRERM0146,17.89,No_Data,13,No_Data,No_Data,No_Data,7,9,No_Data,No_Data
FMDANRERM0147,0.37,No_Data,0,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0148,0.17,No_Data,1,No_Data,No_Data,No_Data,1,1,No_Data,No_Data
FMDANRERM0149,0.31,No_Data,1,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0400,322.24,No_Data,2422,No_Data,No_Data,No_Data,13674,1211,No_Data,No_Data
FMDANRERM0150,6.53,No_Data,11,No_Data,No_Data,No_Data,0,1,No_Data,No_Data
FMDANRERM0151,1.27,No_Data,3,No_Data,No_Data,No_Data,1,1,No_Data,No_Data
FMDANRERM0401,2521.36,No_Data,5269,No_Data,No_Data,No_Data,4742,1051,No_Data,No_Data
FMDANRERM0152,66.97,No_Data,52,No_Data,No_Data,No_Data,2,4,No_Data,No_Data
FMDANRERM0153,0.63,No_Data,10,No_Data,No_Data,No_Data,5,3,No_Data,No_Data
FMDANRERM0154,53.71,No_Data,157,No_Data,No_Data,No_Data,37,26,No_Data,No_Data
FMDANRERM0402,969.03,No_Data,1819,No_Data,No_Data,No_Data,819,713,No_Data,No_Data
FMDANRERM0155,0.16,No_Data,0,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0156,1.90,No_Data,16,No_Data,No_Data,No_Data,7,6,No_Data,No_Data
FMDANRERM0403,150.98,No_Data,136,No_Data,No_Data,No_Data,3886,1937,No_Data,No_Data
FMDANRERM0157,0.39,No_Data,0,No_Data,No_Data,No_Data,2,3,No_Data,No_Data
FMDANRERM0404,4.67,No_Data,19,No_Data,No_Data,No_Data,136,43,No_Data,No_Data
FMDANRERM0405,7.71,No_Data,12,No_Data,No_Data,No_Data,13,13,No_Data,No_Data
FMDANRERM0406,13.39,No_Data,12,No_Data,No_Data,No_Data,10,11,No_Data,No_Data
FMDANRERM0158,11643.11,No_Data,25495,No_Data,No_Data,No_Data,8804,15456,No_Data,No_Data
FMDANRERM0407,4.05,No_Data,2,No_Data,No_Data,No_Data,9,5,No_Data,No_Data
FMDANRERM0159,4107.83,No_Data,1708,No_Data,No_Data,No_Data,4691,4374,No_Data,No_Data
FMDANRERM0408,44.07,No_Data,182,No_Data,No_Data,No_Data,245,105,No_Data,No_Data
FMDANRERM0160,3.28,No_Data,21,No_Data,No_Data,No_Data,16,11,No_Data,No_Data
FMDANRERM0409,3083.43,No_Data,6808,No_Data,No_Data,No_Data,3165,2249,No_Data,No_Data
FMDANRERM0161,42.50,No_Data,243,No_Data,No_Data,No_Data,37,28,No_Data,No_Data
FMDANRERM0410,113.92,No_Data,1073,No_Data,No_Data,No_Data,5035,1540,No_Data,No_Data
FMDANRERM0162,1.83,No_Data,23,No_Data,No_Data,No_Data,59,21,No_Data,No_Data
FMDANRERM0411,163.78,No_Data,222,No_Data,No_Data,No_Data,38,28,No_Data,No_Data
FMDANRERM0163,63.38,No_Data,70,No_Data,No_Data,No_Data,10,4,No_Data,No_Data
FMDANRERM0412,101.23,No_Data,210,No_Data,No_Data,No_Data,141,263,No_Data,No_Data
FMDANRERM0164,0.22,No_Data,0,No_Data,No_Data,No_Data,1,1,No_Data,No_Data
FMDANRERM0165,75.23,No_Data,109,No_Data,No_Data,No_Data,150,263,No_Data,No_Data
FMDANRERM0166,0.13,No_Data,0,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0167,6.31,No_Data,1,No_Data,No_Data,No_Data,15,3,No_Data,No_Data
FMDANRERM0413,571.30,No_Data,172,No_Data,No_Data,No_Data,621,293,No_Data,No_Data
FMDANRERM0168,1.91,No_Data,0,No_Data,No_Data,No_Data,0,1,No_Data,No_Data
FMDANRERM0169,9.22,No_Data,6,No_Data,No_Data,No_Data,5,5,No_Data,No_Data
FMDANRERM0170,2.08,No_Data,1,No_Data,No_Data,No_Data,11,10,No_Data,No_Data
FMDANRERM0414,311.24,No_Data,142,No_Data,No_Data,No_Data,176,172,No_Data,No_Data
FMDANRERM0415,38.31,No_Data,6,No_Data,No_Data,No_Data,62,13,No_Data,No_Data
FMDANRERM0171,12.94,No_Data,3,No_Data,No_Data,No_Data,3,2,No_Data,No_Data
FMDANRERM0416,106.93,No_Data,9,No_Data,No_Data,No_Data,7,5,No_Data,No_Data
FMDANRERM0172,17.51,No_Data,4,No_Data,No_Data,No_Data,3,1,No_Data,No_Data
FMDANRERM0417,12.61,No_Data,0,No_Data,No_Data,No_Data,1,1,No_Data,No_Data
FMDANRERM0173,3.07,No_Data,0,No_Data,No_Data,No_Data,1,0,No_Data,No_Data
FMDANRERM0174,0.96,No_Data,1,No_Data,No_Data,No_Data,0,2,No_Data,No_Data
FMDANRERM0419,1.46,No_Data,1,No_Data,No_Data,No_Data,2,1,No_Data,No_Data
FMDANRERM0175,957.42,No_Data,1634,No_Data,No_Data,No_Data,4078,1067,No_Data,No_Data
FMDANRERM0420,2.72,No_Data,29,No_Data,No_Data,No_Data,5,6,No_Data,No_Data
FMDANRERM0421,6.03,No_Data,8,No_Data,No_Data,No_Data,14,22,No_Data,No_Data
FMDANRERM0176,1459.23,No_Data,3585,No_Data,No_Data,No_Data,6606,4544,No_Data,No_Data
FMDANRERM0422,27.28,No_Data,43,No_Data,No_Data,No_Data,60,34,No_Data,No_Data
FMDANRERM0177,2450.07,No_Data,4665,No_Data,No_Data,No_Data,4365,3344,No_Data,No_Data
FMDANRERM0423,154.96,No_Data,347,No_Data,No_Data,No_Data,445,365,No_Data,No_Data
FMDANRERM0178,2327.83,No_Data,4256,No_Data,No_Data,No_Data,17736,7348,No_Data,No_Data
FMDANRERM0424,1.97,No_Data,2,No_Data,No_Data,No_Data,2,4,No_Data,No_Data
FMDANRERM0425,0.22,No_Data,0,No_Data,No_Data,No_Data,11,14,No_Data,No_Data
FMDANRERM0180,6.15,No_Data,5,No_Data,No_Data,No_Data,59,537,No_Data,No_Data
FMDANRERM0181,19.32,No_Data,1,No_Data,No_Data,No_Data,4,4,No_Data,No_Data
FMDANRERM0182,17.48,No_Data,1,No_Data,No_Data,No_Data,2,6,No_Data,No_Data
FMDANRERM0183,0.39,No_Data,3,No_Data,No_Data,No_Data,13,12,No_Data,No_Data
FMDANRERM0426,5908.98,No_Data,257,No_Data,No_Data,No_Data,1137,946,No_Data,No_Data
FMDANRERM0427,2.21,No_Data,0,No_Data,No_Data,No_Data,4,0,No_Data,No_Data
FMDANRERM0184,137.39,No_Data,2,No_Data,No_Data,No_Data,70,15,No_Data,No_Data
FMDANRERM0428,11.43,No_Data,0,No_Data,No_Data,No_Data,128,1,No_Data,No_Data
FMDANRERM0185,3.25,No_Data,0,No_Data,No_Data,No_Data,52,1,No_Data,No_Data
FMDANRERM0429,19.89,No_Data,0,No_Data,No_Data,No_Data,416,13,No_Data,No_Data
FMDANRERM0186,19.59,No_Data,0,No_Data,No_Data,No_Data,178,5,No_Data,No_Data
FMDANRERM0187,0.16,No_Data,0,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0430,19.75,No_Data,17,No_Data,No_Data,No_Data,577,145,No_Data,No_Data
FMDANRERM0189,0.00,No_Data,0,No_Data,No_Data,No_Data,0,1,No_Data,No_Data
FMDANRERM0431,102.73,No_Data,234,No_Data,No_Data,No_Data,292,684,No_Data,No_Data
FMDANRERM0432,5.91,No_Data,2,No_Data,No_Data,No_Data,61,35,No_Data,No_Data
FMDANRERM0434,28.13,No_Data,116,No_Data,No_Data,No_Data,233,439,No_Data,No_Data
FMDANRERM0191,47.40,No_Data,113,No_Data,No_Data,No_Data,324,492,No_Data,No_Data
FMDANRERM0435,5.29,No_Data,24,No_Data,No_Data,No_Data,294,52,No_Data,No_Data
FMDANRERM0436,1.47,No_Data,1,No_Data,No_Data,No_Data,2,9,No_Data,No_Data
FMDANRERM0488,0.07,No_Data,3,No_Data,No_Data,No_Data,11,1,No_Data,No_Data
FMDANRERM0492,0.20,No_Data,1,No_Data,No_Data,No_Data,348,1,No_Data,No_Data
FMDANRERM0489,0.04,No_Data,0,No_Data,No_Data,No_Data,6,0,No_Data,No_Data
FMDANRERM0493,0.66,No_Data,5,No_Data,No_Data,No_Data,926,12,No_Data,No_Data
FMDANRERM0490,1.21,No_Data,9,No_Data,No_Data,No_Data,365,9,No_Data,No_Data
FMDANRERM0494,0.22,No_Data,2,No_Data,No_Data,No_Data,129,1,No_Data,No_Data
FMDANRERM0491,0.00,No_Data,0,No_Data,No_Data,No_Data,29,0,No_Data,No_Data
FMDANRERM0193,6169.91,No_Data,68474,No_Data,No_Data,No_Data,6562,4665,No_Data,No_Data
FMDANRERM0437,150.74,No_Data,15,No_Data,No_Data,No_Data,148,25,No_Data,No_Data
FMDANRERM0194,3.75,No_Data,1,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0438,125.80,No_Data,60,No_Data,No_Data,No_Data,343,40,No_Data,No_Data
FMDANRERM0195,0.04,No_Data,0,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0439,24.80,No_Data,87,No_Data,No_Data,No_Data,914,117,No_Data,No_Data
FMDANRERM0196,142.49,No_Data,120,No_Data,No_Data,No_Data,1494,417,No_Data,No_Data
FMDANRERM0197,10.49,No_Data,84,No_Data,No_Data,No_Data,194,41,No_Data,No_Data
FMDANRERM0440,572.09,No_Data,28,No_Data,No_Data,No_Data,150,85,No_Data,No_Data
FMDANRERM0198,2.81,No_Data,0,No_Data,No_Data,No_Data,6,0,No_Data,No_Data
FMDANRERM0441,1.74,No_Data,3,No_Data,No_Data,No_Data,11,23,No_Data,No_Data
FMDANRERM0199,205.31,No_Data,295,No_Data,No_Data,No_Data,3454,858,No_Data,No_Data
FMDANRERM0442,1.29,No_Data,6,No_Data,No_Data,No_Data,8,6,No_Data,No_Data
FMDANRERM0200,28.41,No_Data,111,No_Data,No_Data,No_Data,412,207,No_Data,No_Data
FMDANRERM0443,1229.80,No_Data,154,No_Data,No_Data,No_Data,732,861,No_Data,No_Data
FMDANRERM0201,1.55,No_Data,0,No_Data,No_Data,No_Data,0,1,No_Data,No_Data
FMDANRERM0444,0.00,No_Data,0,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0202,0.08,No_Data,1,No_Data,No_Data,No_Data,14,13,No_Data,No_Data
FMDANRERM0445,0.36,No_Data,0,No_Data,No_Data,No_Data,1,1,No_Data,No_Data
FMDANRERM0203,25.86,No_Data,2,No_Data,No_Data,No_Data,27,115,No_Data,No_Data
FMDANRERM0446,248.39,No_Data,2,No_Data,No_Data,No_Data,52,26,No_Data,No_Data
FMDANRERM0205,5.24,No_Data,0,No_Data,No_Data,No_Data,3,2,No_Data,No_Data
FMDANRERM0447,1.54,No_Data,827,No_Data,No_Data,No_Data,5,44,No_Data,No_Data
FMDANRERM0206,28.76,No_Data,18084,No_Data,No_Data,No_Data,66,1022,No_Data,No_Data
FMDANRERM0448,6.91,No_Data,0,No_Data,No_Data,No_Data,0,4,No_Data,No_Data
FMDANRERM0449,0.34,No_Data,0,No_Data,No_Data,No_Data,0,1,No_Data,No_Data
FMDANRERM0207,1.90,No_Data,1,No_Data,No_Data,No_Data,1,13,No_Data,No_Data
FMDANRERM0450,2.06,No_Data,1,No_Data,No_Data,No_Data,418,102,No_Data,No_Data
FMDANRERM0451,13.24,No_Data,7,No_Data,No_Data,No_Data,17,37,No_Data,No_Data
FMDANRERM0452,0.00,No_Data,0,No_Data,No_Data,No_Data,1,0,No_Data,No_Data
FMDANRERM0209,0.13,No_Data,0,No_Data,No_Data,No_Data,0,1,No_Data,No_Data
FMDANRERM0453,1.14,No_Data,0,No_Data,No_Data,No_Data,1,1,No_Data,No_Data
FMDANRERM0210,20.82,No_Data,11,No_Data,No_Data,No_Data,32,14,No_Data,No_Data
FMDANRERM0211,0.43,No_Data,1,No_Data,No_Data,No_Data,2,2,No_Data,No_Data
FMDANRERM0456,95.68,No_Data,53,No_Data,No_Data,No_Data,69,82,No_Data,No_Data
FMDANRERM0213,1.84,No_Data,0,No_Data,No_Data,No_Data,1,1,No_Data,No_Data
FMDANRERM0214,0.29,No_Data,1,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0457,1324.79,No_Data,3,No_Data,No_Data,No_Data,15,561,No_Data,No_Data
FMDANRERM0215,5.52,No_Data,0,No_Data,No_Data,No_Data,0,1,No_Data,No_Data
FMDANRERM0458,6.67,No_Data,10,No_Data,No_Data,No_Data,9,0,No_Data,No_Data
FMDANRERM0216,414.82,No_Data,123,No_Data,No_Data,No_Data,187,17,No_Data,No_Data
FMDANRERM0459,2.84,No_Data,0,No_Data,No_Data,No_Data,80,58,No_Data,No_Data
FMDANRERM0217,0.18,No_Data,0,No_Data,No_Data,No_Data,0,2,No_Data,No_Data
FMDANRERM0460,0.00,No_Data,0,No_Data,No_Data,No_Data,1,3,No_Data,No_Data
FMDANRERM0218,0.08,No_Data,0,No_Data,No_Data,No_Data,0,1,No_Data,No_Data
FMDANRERM0219,136.99,No_Data,4,No_Data,No_Data,No_Data,27,9,No_Data,No_Data
FMDANRERM0461,101.45,No_Data,0,No_Data,No_Data,No_Data,23,3,No_Data,No_Data
FMDANRERM0462,53.61,No_Data,2,No_Data,No_Data,No_Data,2,1,No_Data,No_Data
FMDANRERM0463,53.25,No_Data,0,No_Data,No_Data,No_Data,11,2,No_Data,No_Data
FMDANRERM0220,12.45,No_Data,0,No_Data,No_Data,No_Data,1,0,No_Data,No_Data
FMDANRERM0221,5.25,No_Data,0,No_Data,No_Data,No_Data,3,0,No_Data,No_Data
FMDANRERM0464,0.25,No_Data,0,No_Data,No_Data,No_Data,2,3,No_Data,No_Data
FMDANRERM0465,6.78,No_Data,0,No_Data,No_Data,No_Data,1,1,No_Data,No_Data
FMDANRERM0222,298.71,No_Data,5,No_Data,No_Data,No_Data,28,17,No_Data,No_Data
FMDANRERM0466,9.81,No_Data,2,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0467,178.13,No_Data,0,No_Data,No_Data,No_Data,11,8,No_Data,No_Data
FMDANRERM0469,10.48,No_Data,2,No_Data,No_Data,No_Data,19,7,No_Data,No_Data
FMDANRERM0224,470.38,No_Data,77,No_Data,No_Data,No_Data,150,217,No_Data,No_Data
FMDANRERM0470,4.73,No_Data,0,No_Data,No_Data,No_Data,0,3.184320508,No_Data,No_Data
FMDANRERM0226,19.45,No_Data,0,No_Data,No_Data,No_Data,0,20.55022598,No_Data,No_Data
FMDANRERM0227,108.86,No_Data,0.399600006,No_Data,No_Data,No_Data,4.094179425,3.670907638,No_Data,No_Data
FMDANRERM0471,7.98,No_Data,0.270334584,No_Data,No_Data,No_Data,0.241992235,0,No_Data,No_Data
FMDANRERM0472,393.78,No_Data,1.618072923,No_Data,No_Data,No_Data,5.638992015,2.908767287,No_Data,No_Data
FMDANRERM0228,412.98,No_Data,0.310144241,No_Data,No_Data,No_Data,0.48398447,0.957715797,No_Data,No_Data
FMDANRERM0473,18.43,No_Data,0.091423055,No_Data,No_Data,No_Data,0,0.384430414,No_Data,No_Data
FMDANRERM0474,4.90,No_Data,0,No_Data,No_Data,No_Data,0,0.711061994,No_Data,No_Data
FMDANRERM0475,15.97,No_Data,0.133200002,No_Data,No_Data,No_Data,0,0,No_Data,No_Data
FMDANRERM0476,5.26,No_Data,0.135167292,No_Data,No_Data,No_Data,5.025563059,17.84375461,No_Data,No_Data
FMDANRERM0229,8984.80,No_Data,10.80054003,No_Data,No_Data,No_Data,1200.968522,2651.61352,No_Data,No_Data
FMDANRERM0477,5.80,No_Data,0.089455765,No_Data,No_Data,No_Data,0.725976705,2.082107623,No_Data,No_Data
FMDANRERM0230,1391.89,No_Data,5.565930306,No_Data,No_Data,No_Data,457.1713759,237.9718597,No_Data,No_Data
FMDANRERM0478,7520.76,No_Data,15.77418777,No_Data,No_Data,No_Data,298.0840347,139.775428,No_Data,No_Data
FMDANRERM0231,3.48,No_Data,2.512630569,No_Data,No_Data,No_Data,12.89875906,15.11712182,No_Data,No_Data
FMDANRERM0232,0.36,No_Data,0.447278823,No_Data,No_Data,No_Data,4.597852464,2.162085398,No_Data,No_Data
FMDANRERM0479,411.05,No_Data,592.2219969,No_Data,No_Data,No_Data,824.3242866,1682.3689,No_Data,No_Data
FMDANRERM0480,1517.90,No_Data,36.20840832,No_Data,No_Data,No_Data,291.277542,399.8049728,No_Data,No_Data
FMDANRERM0481,10.04,No_Data,5.44893248,No_Data,No_Data,No_Data,45.93635567,33.20282726,No_Data,No_Data
FMDANRERM0234,751.35,No_Data,377.8858295,No_Data,No_Data,No_Data,6794.811018,4433.401134,No_Data,No_Data
FMDANRERM0482,2076.49,No_Data,2.719720018,No_Data,No_Data,No_Data,18.43642683,60.39465088,No_Data,No_Data
FMDANRERM0235,34526.28,No_Data,51.32064254,No_Data,No_Data,No_Data,2421.201792,1018.51427,No_Data,No_Data
FMDANRERM0483,0.08,No_Data,0,No_Data,No_Data,No_Data,0.241992235,0.739961411,No_Data,No_Data
FMDANRERM0236,357.72,No_Data,23.67430098,No_Data,No_Data,No_Data,68.88903268,729.6046642,No_Data,No_Data
FMDANRERM0484,2649.20,No_Data,23.44753863,No_Data,No_Data,No_Data,18.73193451,24.04966575,No_Data,No_Data
FMDANRERM0485,34.25,No_Data,28.65604162,No_Data,No_Data,No_Data,26.0788875,37.85900056,No_Data,No_Data
FMDANRERM0237,3066.64,No_Data,5247.021301,No_Data,No_Data,No_Data,2154.271299,3166.379826,No_Data,No_Data
FMDANRERM0486,6.52,No_Data,14.64817749,No_Data,No_Data,No_Data,29.35423104,8.312972028,No_Data,No_Data
FMDANRERM0238,255267.95,No_Data,388224.2778,No_Data,No_Data,No_Data,230988.5518,235461.1863,No_Data,No_Data
FMDANRERM0487,0.12,No_Data,1.277955476,No_Data,No_Data,No_Data,5.323829169,33.70823992,No_Data,No_Data
FMDANRERM0239,17.07,No_Data,29.40247678,No_Data,No_Data,No_Data,115.3657924,236.4025669,No_Data,No_Data
