ftr1,ftr2,file,xpatexgene,stagestart,superterm,orientation,figlegend
y429Et,s1999Tg,y429s1999Day4-1.jpg,Kaede,Day4,notochord,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-1.jpg,Kaede,Day4,weak heart,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-1.jpg,Kaede,Day4,punctate cells from jaw to yolk extension,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-1.jpg,Kaede,Day4,blood ,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-1.jpg,Kaede,Day4,retina,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-1.jpg,Kaede,Day4,spinal cord,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-2.jpg,Kaede,Day4,floorplate,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-2.jpg,Kaede,Day4,trigeminal ganglion,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-2.jpg,Kaede,Day4,fast muscle ,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-2.jpg,Kaede,Day4,notochord,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-2.jpg,Kaede,Day4,weak heart,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-2.jpg,Kaede,Day4,punctate cells from jaw to yolk extension,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-2.jpg,Kaede,Day4,blood ,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-2.jpg,Kaede,Day4,retina,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-2.jpg,Kaede,Day4,spinal cord,dorsal,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-3.jpg,Kaede,Day4,floorplate,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-3.jpg,Kaede,Day4,trigeminal ganglion,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-3.jpg,Kaede,Day4,fast muscle ,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-3.jpg,Kaede,Day4,notochord,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-3.jpg,Kaede,Day4,weak heart,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-3.jpg,Kaede,Day4,punctate cells from jaw to yolk extension,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-3.jpg,Kaede,Day4,blood ,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-3.jpg,Kaede,Day4,retina,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-3.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-4.jpg,Kaede,Day4,floorplate,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-4.jpg,Kaede,Day4,trigeminal ganglion,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-4.jpg,Kaede,Day4,fast muscle ,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-4.jpg,Kaede,Day4,notochord,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-4.jpg,Kaede,Day4,weak heart,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-4.jpg,Kaede,Day4,punctate cells from jaw to yolk extension,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-4.jpg,Kaede,Day4,blood ,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-4.jpg,Kaede,Day4,retina,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-4.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-5.jpg,Kaede,Day4,floorplate,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-5.jpg,Kaede,Day4,trigeminal ganglion,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-5.jpg,Kaede,Day4,fast muscle ,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-5.jpg,Kaede,Day4,notochord,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-5.jpg,Kaede,Day4,weak heart,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-5.jpg,Kaede,Day4,punctate cells from jaw to yolk extension,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-5.jpg,Kaede,Day4,blood ,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-5.jpg,Kaede,Day4,retina,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y429Et,s1999Tg,y429s1999Day4-5.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y429Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in floorplate, trigeminal ganglion, fast muscle (weak), notochord, weak heart, punctate cells from jaw to yolk extension, blood (weak), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-1.jpg,Kaede,Day4,blood,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-1.jpg,Kaede,Day4,pectoral fin,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-1.jpg,Kaede,Day4,tail fin,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-1.jpg,Kaede,Day4,ocular muscle,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-1.jpg,Kaede,Day4,intestine,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-1.jpg,Kaede,Day4,fast muscle ,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-1.jpg,Kaede,Day4,retina,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-1.jpg,Kaede,Day4,spinal cord,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-2.jpg,Kaede,Day4,blood,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-2.jpg,Kaede,Day4,pectoral fin,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-2.jpg,Kaede,Day4,tail fin,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-2.jpg,Kaede,Day4,ocular muscle,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-2.jpg,Kaede,Day4,intestine,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-2.jpg,Kaede,Day4,fast muscle ,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-2.jpg,Kaede,Day4,retina,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-2.jpg,Kaede,Day4,spinal cord,dorsal,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-3.jpg,Kaede,Day4,blood,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-3.jpg,Kaede,Day4,pectoral fin,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-3.jpg,Kaede,Day4,tail fin,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-3.jpg,Kaede,Day4,ocular muscle,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-3.jpg,Kaede,Day4,intestine,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-3.jpg,Kaede,Day4,fast muscle ,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-3.jpg,Kaede,Day4,retina,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-3.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-4.jpg,Kaede,Day4,blood,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-4.jpg,Kaede,Day4,pectoral fin,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-4.jpg,Kaede,Day4,tail fin,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-4.jpg,Kaede,Day4,ocular muscle,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-4.jpg,Kaede,Day4,intestine,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-4.jpg,Kaede,Day4,fast muscle ,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-4.jpg,Kaede,Day4,retina,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-4.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-5.jpg,Kaede,Day4,blood,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-5.jpg,Kaede,Day4,pectoral fin,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-5.jpg,Kaede,Day4,tail fin,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-5.jpg,Kaede,Day4,ocular muscle,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-5.jpg,Kaede,Day4,intestine,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-5.jpg,Kaede,Day4,fast muscle ,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-5.jpg,Kaede,Day4,retina,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y430Et,s1999Tg,y430s1999Day4-5.jpg,Kaede,Day4,spinal cord,lateral,"View of larva transgenic for y430Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in blood, pectoral fin, tail fin, ocular muscle, intestine, fast muscle (strong), retina and spinal cord."
y431Et,s1999Tg,y431s1999Day4-1.jpg,Kaede,Day4,integument ,dorsal,"View of larva transgenic for y431Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in integument (patch dorsal to caudal medulla oblongata, second patch on caudal jaw), yolk, retina, muscle and jaw."
y431Et,s1999Tg,y431s1999Day4-1.jpg,Kaede,Day4,second patch on caudal jaw),dorsal,"View of larva transgenic for y431Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in integument (patch dorsal to caudal medulla oblongata, second patch on caudal jaw), yolk, retina, muscle and jaw."
y431Et,s1999Tg,y431s1999Day4-1.jpg,Kaede,Day4,yolk,dorsal,"View of larva transgenic for y431Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in integument (patch dorsal to caudal medulla oblongata, second patch on caudal jaw), yolk, retina, muscle and jaw."
y431Et,s1999Tg,y431s1999Day4-1.jpg,Kaede,Day4,retina,dorsal,"View of larva transgenic for y431Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in integument (patch dorsal to caudal medulla oblongata, second patch on caudal jaw), yolk, retina, muscle and jaw."
y431Et,s1999Tg,y431s1999Day4-1.jpg,Kaede,Day4,muscle,dorsal,"View of larva transgenic for y431Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in integument (patch dorsal to caudal medulla oblongata, second patch on caudal jaw), yolk, retina, muscle and jaw."
y431Et,s1999Tg,y431s1999Day4-1.jpg,Kaede,Day4,jaw,dorsal,"View of larva transgenic for y431Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in integument (patch dorsal to caudal medulla oblongata, second patch on caudal jaw), yolk, retina, muscle and jaw."
y432Et,s1999Tg,y432s1999Day4-1.jpg,Kaede,Day4,slow muscle ,dorsal,"View of larva transgenic for y432Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in slow muscle (strong) and retina."
y432Et,s1999Tg,y432s1999Day4-1.jpg,Kaede,Day4,retina,dorsal,"View of larva transgenic for y432Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in slow muscle (strong) and retina."
y432Et,s1999Tg,y432s1999Day4-2.jpg,Kaede,Day4,slow muscle ,dorsal,"View of larva transgenic for y432Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in slow muscle (strong) and retina."
y432Et,s1999Tg,y432s1999Day4-2.jpg,Kaede,Day4,retina,dorsal,"View of larva transgenic for y432Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in slow muscle (strong) and retina."
y432Et,s1999Tg,y432s1999Day4-3.jpg,Kaede,Day4,slow muscle ,lateral,"View of larva transgenic for y432Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in slow muscle (strong) and retina."
y432Et,s1999Tg,y432s1999Day4-3.jpg,Kaede,Day4,retina,lateral,"View of larva transgenic for y432Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in slow muscle (strong) and retina."
y432Et,s1999Tg,y432s1999Day4-4.jpg,Kaede,Day4,slow muscle ,lateral,"View of larva transgenic for y432Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in slow muscle (strong) and retina."
y432Et,s1999Tg,y432s1999Day4-4.jpg,Kaede,Day4,retina,lateral,"View of larva transgenic for y432Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in slow muscle (strong) and retina."
y433Et,s1999Tg,y433s1999Day4-1.jpg,Kaede,Day4,fast muscle ,dorsal,"View of larva transgenic for y433Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in fast muscle (strong) and pectoral fins."
y433Et,s1999Tg,y433s1999Day4-1.jpg,Kaede,Day4,pectoral fins,dorsal,"View of larva transgenic for y433Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in fast muscle (strong) and pectoral fins."
y433Et,s1999Tg,y433s1999Day4-2.jpg,Kaede,Day4,fast muscle ,dorsal,"View of larva transgenic for y433Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in fast muscle (strong) and pectoral fins."
y433Et,s1999Tg,y433s1999Day4-2.jpg,Kaede,Day4,pectoral fins,dorsal,"View of larva transgenic for y433Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in fast muscle (strong) and pectoral fins."
y433Et,s1999Tg,y433s1999Day4-3.jpg,Kaede,Day4,fast muscle ,lateral,"View of larva transgenic for y433Et and Tg(UAS:Kaede)s1999t, which expresses Kaede in fast muscle (strong) and pectoral fins."
