accession,feature_id,fmrel_type,marker_id,symbol,ensdarg
B8A437,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
B8A5F4,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
F1Q5K7,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
A0A0R4IW85,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
A0A2R8PWS1,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
A0A2R8QN78,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
A0A2R8QP02,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
B8A435,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
B8A436,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
B8A437,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
B8A5F4,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
F1Q5K7,ZDB-ALT-110412-8,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000061603
A0A0R4IGB2,ZDB-ALT-110621-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000035023
F1QQM1,ZDB-ALT-110621-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000035023
A0A0R4IGB2,ZDB-ALT-110621-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000035023
F1QQM1,ZDB-ALT-110621-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000035023
A0A0R4IGB2,ZDB-ALT-110621-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000035023
F1QQM1,ZDB-ALT-110621-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000035023
A0A0R4IGB2,ZDB-ALT-110621-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000035023
F1QQM1,ZDB-ALT-110621-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000035023
F1QY34,ZDB-ALT-110621-11,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000029146
F1QY34,ZDB-ALT-110621-11,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000029146
A0A0R4IN35,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8PXX1,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8Q1L8,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1QBX5,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1RD62,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A0R4IN35,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8PXX1,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8Q1L8,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1QBX5,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1RD62,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A0R4IN35,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8PXX1,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8Q1L8,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1QBX5,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1RD62,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A0R4IN35,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8PXX1,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8Q1L8,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1QBX5,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1RD62,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A0R4IN35,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8PXX1,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8Q1L8,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1QBX5,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1RD62,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A0R4IN35,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8PXX1,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8Q1L8,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1QBX5,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1RD62,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A0R4IN35,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8PXX1,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8Q1L8,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1QBX5,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1RD62,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A0R4IN35,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8PXX1,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8Q1L8,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1QBX5,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1RD62,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A0R4IN35,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8PXX1,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8Q1L8,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1QBX5,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1RD62,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A0R4IN35,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8PXX1,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
A0A2R8Q1L8,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1QBX5,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
F1RD62,ZDB-ALT-110621-12,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027618
B0UYK0,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F1QY39,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F6P057,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
B0UYK0,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F1QY39,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F6P057,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
B0UYK0,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F1QY39,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F6P057,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
B0UYK0,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F1QY39,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F6P057,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
B0UYK0,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F1QY39,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F6P057,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
B0UYK0,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F1QY39,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
F6P057,ZDB-ALT-110621-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000008548
E9QGJ3,ZDB-ALT-110622-16,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027523
E9QGJ3,ZDB-ALT-110622-16,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000027523
A0A140LGM0,ZDB-ALT-110622-31,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031848
A0A140LGV8,ZDB-ALT-110622-31,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031848
A0A140LGM0,ZDB-ALT-110622-31,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031848
A0A140LGV8,ZDB-ALT-110622-31,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031848
A0A140LGM0,ZDB-ALT-110622-31,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031848
A0A140LGV8,ZDB-ALT-110622-31,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031848
A0A140LGM0,ZDB-ALT-110622-31,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031848
A0A140LGV8,ZDB-ALT-110622-31,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000031848
E7EZ30,ZDB-ALT-110622-38,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000063068
F8W2N1,ZDB-ALT-110622-38,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000063068
E7EZ30,ZDB-ALT-110622-38,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000063068
F8W2N1,ZDB-ALT-110622-38,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000063068
E7EZ30,ZDB-ALT-110622-38,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000063068
F8W2N1,ZDB-ALT-110622-38,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000063068
E7EZ30,ZDB-ALT-110622-38,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000063068
F8W2N1,ZDB-ALT-110622-38,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000063068
E7EYX4,ZDB-ALT-110622-41,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000060235
E7EYX4,ZDB-ALT-110622-41,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000060235
A0A2R8QK04,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
F1QDR1,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
X1WHH8,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
A0A2R8QK04,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
F1QDR1,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
X1WHH8,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
A0A2R8QK04,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
F1QDR1,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
X1WHH8,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
A0A2R8QK04,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
F1QDR1,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
X1WHH8,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
A0A2R8QK04,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
F1QDR1,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
X1WHH8,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
A0A2R8QK04,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
F1QDR1,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
X1WHH8,ZDB-ALT-110623-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000005159
A0A0R4IBX7,ZDB-ALT-110623-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039174
F1QM40,ZDB-ALT-110623-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039174
A0A0R4IBX7,ZDB-ALT-110623-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039174
F1QM40,ZDB-ALT-110623-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039174
A0A0R4IBX7,ZDB-ALT-110623-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039174
F1QM40,ZDB-ALT-110623-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039174
A0A0R4IBX7,ZDB-ALT-110623-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039174
F1QM40,ZDB-ALT-110623-22,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039174
A0A2R8Q892,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
E7F2I7,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
K7DY70,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
A0A2R8Q892,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
E7F2I7,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
K7DY70,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
A0A2R8Q892,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
E7F2I7,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
K7DY70,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
A0A2R8Q892,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
E7F2I7,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
K7DY70,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
A0A2R8Q892,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
E7F2I7,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
K7DY70,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
A0A2R8Q892,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
E7F2I7,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
K7DY70,ZDB-ALT-110628-1,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000071685
A0A140LG84,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
A0A2R8QME5,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
F8W3X3,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
A0A140LG84,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
A0A2R8QME5,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
F8W3X3,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
A0A140LG84,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
A0A2R8QME5,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
F8W3X3,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
A0A140LG84,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
A0A2R8QME5,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
F8W3X3,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
A0A140LG84,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
A0A2R8QME5,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
F8W3X3,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
A0A140LG84,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
A0A2R8QME5,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
F8W3X3,ZDB-ALT-110628-10,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000034344
E7F5J0,ZDB-ALT-110628-19,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000003909
E7F5J0,ZDB-ALT-110628-19,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000003909
F1QLC1,ZDB-ALT-110628-21,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000070600
F1QLC1,ZDB-ALT-110628-21,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000070600
A0A0R4IPR8,ZDB-ALT-110628-7,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039489
E7FAZ2,ZDB-ALT-110628-7,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039489
A0A0R4IPR8,ZDB-ALT-110628-7,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039489
E7FAZ2,ZDB-ALT-110628-7,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039489
A0A0R4IPR8,ZDB-ALT-110628-7,contains innocuous sequence feature,ZDB-ETCONSTRCT-070628-1,Et(krt4:EGFP),ENSDARG00000039489
