expid|DBname|DBname|ZECOtermname|zecoid|otherid|CC
ZDB-EXP-081209-6|fn1+3MOs (3ng)|fn1+3MOs (3ng)|standard conditions|ZECO:0000103||
ZDB-EXP-081209-7|nok +p53 MO|nok +p53 MO|standard conditions|ZECO:0000103||
ZDB-EXP-081209-8|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-081209-9|MO7+MO8|MO7+MO8|standard conditions|ZECO:0000103||
ZDB-EXP-081210-3|physiological|starvation|fasting|ZECO:0000114||
ZDB-EXP-081210-4|physiological|starvation|fasting|ZECO:0000114||
ZDB-EXP-081210-5|physiological|starvation|fasting|ZECO:0000114||
ZDB-EXP-081210-6|physiological|starvation|fasting|ZECO:0000114||
ZDB-EXP-081210-7|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-081210-8|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-081211-1|physical|radiation|radiation|ZECO:0000208||
ZDB-EXP-081211-10|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-081211-11|chk1chk2MO|chk1chk2MO|standard conditions|ZECO:0000103||
ZDB-EXP-081211-12|chk2MO|chk2MO|standard conditions|ZECO:0000103||
ZDB-EXP-081211-3|atrHiMO|atrHiMO|standard conditions|ZECO:0000103||
ZDB-EXP-081211-4|UM|UM|standard conditions|ZECO:0000103||
ZDB-EXP-081211-5|SM|SM|standard conditions|ZECO:0000103||
ZDB-EXP-081211-6|physical|radiation|radiation|ZECO:0000208||
ZDB-EXP-081211-7|physical|radiation|radiation|ZECO:0000208||
ZDB-EXP-081212-1|MOATG|MOATG|standard conditions|ZECO:0000103||
ZDB-EXP-081212-2|MO3e3i|MO3e3i|standard conditions|ZECO:0000103||
ZDB-EXP-081212-3|wnt11MO|wnt11MO|standard conditions|ZECO:0000103||
ZDB-EXP-081215-1|atoh1 MO|atoh1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-081215-2|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-081217-10|MO sdf1a|MO sdf1a|standard conditions|ZECO:0000103||
ZDB-EXP-081217-11|MO kal1a 0.1 mM|MO kal1a 0.1 mM|standard conditions|ZECO:0000103||
ZDB-EXP-081217-12|chemical|Metal|ion composition|ZECO:0000190||
ZDB-EXP-081217-12|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:35176|
ZDB-EXP-081217-13|chemical|Metal|ion composition|ZECO:0000190||
ZDB-EXP-081217-13|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:35176|
ZDB-EXP-081217-14|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0000108|
ZDB-EXP-081217-15|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-081217-15|physical|hypoxia|chemical treatment|ZECO:0000102||
ZDB-EXP-081217-15|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0000108|
ZDB-EXP-081217-16|MO kal1b 0.5 mM|MO kal1b 0.5 mM|standard conditions|ZECO:0000103||
ZDB-EXP-081217-17|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0000108|
ZDB-EXP-081217-18|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0000108|
ZDB-EXP-081217-19|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-081217-19|physical|hypoxia|chemical treatment|ZECO:0000102||
ZDB-EXP-081217-19|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0000108|
ZDB-EXP-081217-2|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-081217-20|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-081217-20|physical|hypoxia|chemical treatment|ZECO:0000102||
ZDB-EXP-081217-20|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0000108|
ZDB-EXP-081217-3|MO kal1a 0.25 mM|MO kal1a 0.25 mM|standard conditions|ZECO:0000103||
ZDB-EXP-081217-4|MO kal1a 0.5 mM|MO kal1a 0.5 mM|standard conditions|ZECO:0000103||
ZDB-EXP-081217-5|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-081217-6|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-081217-7|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-081217-9|MO kal1a & sdf1a|MO kal1a & sdf1a|standard conditions|ZECO:0000103||
ZDB-EXP-081218-1|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-081218-1|physical|hypoxia|chemical treatment|ZECO:0000102||
ZDB-EXP-081218-1|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0000108|
ZDB-EXP-081218-2|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0000108|
ZDB-EXP-081218-4|MO cxcr4b|MO cxcr4b|standard conditions|ZECO:0000103||
ZDB-EXP-081219-3|chemical|PCB|chemical treatment|ZECO:0000102|CHEBI:34317|
ZDB-EXP-081219-5|chemical|PCB|chemical treatment|ZECO:0000102|CHEBI:34317|
ZDB-EXP-081219-6|cyp1b1+dmso|cyp1b1+dmso|standard conditions|ZECO:0000103||
ZDB-EXP-081219-8|chemical|Environmental contaminants|chemical treatment|ZECO:0000102||
ZDB-EXP-081222-2|prox1MO|prox1MO|standard conditions|ZECO:0000103||
ZDB-EXP-081222-3|mil-MO|mil-MO|standard conditions|ZECO:0000103||
ZDB-EXP-081222-4|edg1-MO|edg1-MO|standard conditions|ZECO:0000103||
ZDB-EXP-081222-5|mil/edg1 MOs|mil/edg1 MOs|standard conditions|ZECO:0000103||
ZDB-EXP-081223-3|MO3+MO4 crb2|MO3+MO4 crb2|standard conditions|ZECO:0000103||
ZDB-EXP-081224-1|comboMO|comboMO|standard conditions|ZECO:0000103||
ZDB-EXP-081226-1|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-081226-2|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-081226-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-081226-4|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-081226-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-081226-5|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-081226-6|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-081229-2|tp53MO|tp53MO|standard conditions|ZECO:0000103||
ZDB-EXP-081229-6|physical|radiation|radiation|ZECO:0000208||
ZDB-EXP-081229-7|chemical|DNA replication inhibitors|chemical treatment|ZECO:0000102|CHEBI:44423|
ZDB-EXP-081230-1|dusp4MO1|dusp4MO1|standard conditions|ZECO:0000103||
ZDB-EXP-081230-10|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-081230-11|MO-cmlc1|MO-cmlc1|standard conditions|ZECO:0000103||
ZDB-EXP-081230-12|MO-cmlc2|MO-cmlc2|standard conditions|ZECO:0000103||
ZDB-EXP-081230-13|prdm1aMO|prdm1aMO|standard conditions|ZECO:0000103||
ZDB-EXP-081230-3|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-081230-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-081230-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-081230-6|chemical|other|chemical treatment|ZECO:0000102|CHEBI:50925|
ZDB-EXP-081230-7|sox6MO|sox6MO|standard conditions|ZECO:0000103||
ZDB-EXP-081230-8|gli1 MO|gli1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-081230-9|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-081231-2|sclMO|sclMO|standard conditions|ZECO:0000103||
ZDB-EXP-081231-3|etsrpMO|etsrpMO|standard conditions|ZECO:0000103||
ZDB-EXP-081231-4|MO1 eya4|MO1 eya4|standard conditions|ZECO:0000103||
ZDB-EXP-090103-1|CaprinMO1|CaprinMO1|standard conditions|ZECO:0000103||
ZDB-EXP-090103-2|wnt8MO|wnt8MO|standard conditions|ZECO:0000103||
ZDB-EXP-090104-1|physiological|bacterial infection|bacterial treatment|ZECO:0000106||
ZDB-EXP-090105-10|physical|radiation|UV|ZECO:0000214||
ZDB-EXP-090105-12|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090105-13|pkd2MO|pkd2MO|standard conditions|ZECO:0000103||
ZDB-EXP-090105-2|MO5-sepn1|MO5-sepn1|standard conditions|ZECO:0000103||
ZDB-EXP-090105-3|hdlMO|hdlMO|standard conditions|ZECO:0000103||
ZDB-EXP-090105-4|chemical|other|chemical treatment|ZECO:0000102|CHEBI:27732|
ZDB-EXP-090105-5|chemical|ATM inhibitor|chemical treatment|ZECO:0000102||
ZDB-EXP-090105-6|chemical|ATM inhibitor|chemical treatment|ZECO:0000102||
ZDB-EXP-090105-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090105-7|chemical|other|chemical treatment|ZECO:0000102|CHEBI:37699|
ZDB-EXP-090106-1|irx7MO|irx7MO|standard conditions|ZECO:0000103||
ZDB-EXP-090106-7|MO1-4ng|MO1-4ng|standard conditions|ZECO:0000103||
ZDB-EXP-090106-8|MO1-8ng|MO1-8ng|standard conditions|ZECO:0000103||
ZDB-EXP-090107-1|meis1MO|meis1MO|standard conditions|ZECO:0000103||
ZDB-EXP-090107-2|flk1MO|flk1MO|standard conditions|ZECO:0000103||
ZDB-EXP-090107-4|MO1-dnd|MO1-dnd|standard conditions|ZECO:0000103||
ZDB-EXP-090107-5|exon30MO|exon30MO|standard conditions|ZECO:0000103||
ZDB-EXP-090108-11|temperature|stable|heat exposure|ZECO:0000163||
ZDB-EXP-090108-12|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090108-2|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090108-3|ak2MO|ak2MO|standard conditions|ZECO:0000103||
ZDB-EXP-090108-4|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-090108-8|cdh7MO1/PTU|cdh7MO1/PTU|standard conditions|ZECO:0000103||
ZDB-EXP-090108-9|cdh7MO2/PTU|cdh7MO2/PTU|standard conditions|ZECO:0000103||
ZDB-EXP-090109-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090109-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090109-6|sepn MOs|sepn MOs|standard conditions|ZECO:0000103||
ZDB-EXP-090109-7|MO1-ryr3|MO1-ryr3|standard conditions|ZECO:0000103||
ZDB-EXP-090112-1|zDOCK4 MO|zDOCK4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090112-2|beta catenin MO|beta catenin MO|standard conditions|ZECO:0000103||
ZDB-EXP-090112-5|otx5 MO|otx5 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090112-6|ryr1a+ryr3|ryr1a+ryr3|standard conditions|ZECO:0000103||
ZDB-EXP-090112-7|ryr1a MOs|ryr1a MOs|standard conditions|ZECO:0000103||
ZDB-EXP-090113-3|Spred1-MO2 - spl blk|Spred1-MO2 - spl blk|standard conditions|ZECO:0000103||
ZDB-EXP-090113-7|mir-126 MO1 and MO2|mir-126 MO1 and MO2|standard conditions|ZECO:0000103||
ZDB-EXP-090113-8|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:90620|
ZDB-EXP-090114-4|Env4|Env4|standard conditions|ZECO:0000103||
ZDB-EXP-090114-8|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:9747|
ZDB-EXP-090115-1|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:9747|
ZDB-EXP-090115-3|sMO (8ng)|sMO (8ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090120-1|pfn1/sMO (4/4)|pfn1/sMO (4/4)|standard conditions|ZECO:0000103||
ZDB-EXP-090120-3|sMO (10ng)|sMO (10ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090120-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090122-1|ptf1aMO1|ptf1aMO1|standard conditions|ZECO:0000103||
ZDB-EXP-090122-10|chemical|other|chemical treatment|ZECO:0000102|CHEBI:77954|
ZDB-EXP-090122-10|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-090122-11|chemical|other|chemical treatment|ZECO:0000102|CHEBI:90705|
ZDB-EXP-090122-11|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-090122-12|osr1MO (7.4ng)|osr1MO (7.4ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090122-13|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102||
ZDB-EXP-090122-13|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-090122-14|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102||
ZDB-EXP-090122-14|chemical|other|chemical treatment|ZECO:0000102|CHEBI:50692|
ZDB-EXP-090122-14|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-090122-17|sclMO (1.4-7.4ng)|sclMO (1.4-7.4ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090122-18|pax2a/pax8|pax2a/pax8|standard conditions|ZECO:0000103||
ZDB-EXP-090122-19|osr1/scl|osr1/scl|standard conditions|ZECO:0000103||
ZDB-EXP-090122-2|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-090122-5|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-090122-6|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-090122-7|gpbp MO|gpbp MO|standard conditions|ZECO:0000103||
ZDB-EXP-090122-9|chemical|other|chemical treatment|ZECO:0000102|CHEBI:90695|
ZDB-EXP-090122-9|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-090126-10|sMO2 (10ng)|sMO2 (10ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090126-12|TR1 MO|TR1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090126-13|physiological|bacterial infection|bacterial treatment|ZECO:0000106|1781|
ZDB-EXP-090126-2|MO3pkd2|MO3pkd2|standard conditions|ZECO:0000103||
ZDB-EXP-090126-3|spliceMO|spliceMO|standard conditions|ZECO:0000103||
ZDB-EXP-090126-4|cralbpa/rlbp1b MO|cralbpa/rlbp1b MO|standard conditions|ZECO:0000103||
ZDB-EXP-090126-5|cralbpb/rlbp1a MO|cralbpb/rlbp1a MO|standard conditions|ZECO:0000103||
ZDB-EXP-090126-6|sMO1 (1.25ng)|sMO1 (1.25ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090126-8|sMO1 (5ng)|sMO1 (5ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090127-1|physiological|bacterial infection|bacterial treatment|ZECO:0000106|1781|
ZDB-EXP-090127-2|physiological|bacterial infection|bacterial treatment|ZECO:0000106|1781|
ZDB-EXP-090127-4|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-090127-7|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090129-1|dpf3 MO|dpf3 MO|standard conditions|ZECO:0000103||
ZDB-EXP-090130-1|mypt1MO|mypt1MO|standard conditions|ZECO:0000103||
ZDB-EXP-090130-2|PP1cMO|PP1cMO|standard conditions|ZECO:0000103||
ZDB-EXP-090130-3|nrp1a/1b MO|nrp1a/1b MO|standard conditions|ZECO:0000103||
ZDB-EXP-090130-4|Bcatenin MO|Bcatenin MO|standard conditions|ZECO:0000103||
ZDB-EXP-090130-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090130-6|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-090130-7|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090201-5|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102|CHEBI:17650|
ZDB-EXP-090201-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090201-6|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102|CHEBI:41879|
ZDB-EXP-090201-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090201-7|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090202-1|MO1 kras|MO1 kras|standard conditions|ZECO:0000103||
ZDB-EXP-090202-2|MO2 kras|MO2 kras|standard conditions|ZECO:0000103||
ZDB-EXP-090204-1|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-090205-1|physical|light|constant dark|ZECO:0000149||
ZDB-EXP-090205-2|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-090205-3|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-090205-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090205-4|physical|light|constant dark|ZECO:0000149||
ZDB-EXP-090205-5|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-090205-5|temperature|stable|cold exposure|ZECO:0000162||
ZDB-EXP-090205-6|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-090206-1|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-090206-11|physical|light|constant dark|ZECO:0000149||
ZDB-EXP-090206-12|MO1ntlb+MO4tp53|MO1ntlb+MO4tp53|standard conditions|ZECO:0000103||
ZDB-EXP-090206-13|MO#24|MO#24|standard conditions|ZECO:0000103||
ZDB-EXP-090206-14|MO#36|MO#36|standard conditions|ZECO:0000103||
ZDB-EXP-090206-17|MO-both-sec13|MO-both-sec13|standard conditions|ZECO:0000103||
ZDB-EXP-090206-19|MO-nrg2a|MO-nrg2a|standard conditions|ZECO:0000103||
ZDB-EXP-090206-2|physical|light|constant dark|ZECO:0000149||
ZDB-EXP-090206-20|MO-nrg2b|MO-nrg2b|standard conditions|ZECO:0000103||
ZDB-EXP-090206-21|MO-nrg1+nrg2a|MO-nrg1+nrg2a|standard conditions|ZECO:0000103||
ZDB-EXP-090206-3|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-090206-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090206-6|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090206-8|MO2-ntlb|MO2-ntlb|standard conditions|ZECO:0000103||
ZDB-EXP-090209-1|nr4a2-MO-both|nr4a2-MO-both|standard conditions|ZECO:0000103||
ZDB-EXP-090209-2|nr4a2a-MO|nr4a2a-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090209-3|nr4a2b-MO|nr4a2b-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090209-4|ptfaMO10.5ng|ptfaMO10.5ng|standard conditions|ZECO:0000103||
ZDB-EXP-090209-5|ptfaMO12ng|ptfaMO12ng|standard conditions|ZECO:0000103||
ZDB-EXP-090209-6|ptf1aMO2|ptf1aMO2|standard conditions|ZECO:0000103||
ZDB-EXP-090210-1|lmo7MO1|lmo7MO1|standard conditions|ZECO:0000103||
ZDB-EXP-090211-16|spliceMO (1.2ng)|spliceMO (1.2ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090211-17|spliceMO (7.2ng)|spliceMO (7.2ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090211-3|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:29699|
ZDB-EXP-090211-6|Lamc1MO|Lamc1MO|standard conditions|ZECO:0000103||
ZDB-EXP-090211-7|eenaMO|eenaMO|standard conditions|ZECO:0000103||
ZDB-EXP-090211-8|lamb1MO|lamb1MO|standard conditions|ZECO:0000103||
ZDB-EXP-090212-1|ATGMO|ATGMO|standard conditions|ZECO:0000103||
ZDB-EXP-090212-11|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-090212-12|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-090212-2|UTRMO|UTRMO|standard conditions|ZECO:0000103||
ZDB-EXP-090212-3|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:15940|
ZDB-EXP-090212-4|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17154|
ZDB-EXP-090212-5|temperature|cold shock|cold shock|ZECO:0000165||
ZDB-EXP-090212-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090212-6|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-090212-7|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-090212-7|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:15940|
ZDB-EXP-090212-8|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:34159|
ZDB-EXP-090212-9|temperature|cold shock|cold shock|ZECO:0000165||
ZDB-EXP-090213-1|foxj1MO|foxj1MO|standard conditions|ZECO:0000103||
ZDB-EXP-090213-2|fz8aMO|fz8aMO|standard conditions|ZECO:0000103||
ZDB-EXP-090213-3|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:48607|
ZDB-EXP-090213-4|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-090213-5|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-090213-9|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090216-1|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-090216-2|chemical|Metal|chemical treatment by environment|ZECO:0000238|CHEBI:23414|
ZDB-EXP-090216-3|chemical|Metal|chemical treatment by diet|ZECO:0000239||
ZDB-EXP-090216-3|chemical|other|chemical treatment by environment|ZECO:0000238|CHEBI:23414|
ZDB-EXP-090216-4|chemical|Metal|chemical treatment by diet|ZECO:0000239||
ZDB-EXP-090216-7|6ngATGMO|6ngATGMO|standard conditions|ZECO:0000103||
ZDB-EXP-090216-9|ptfMO|ptfMO|standard conditions|ZECO:0000103||
ZDB-EXP-090217-1|physiological|bacterial infection|bacterial treatment|ZECO:0000106|262|
ZDB-EXP-090217-2|physiological|bacterial infection|bacterial treatment|ZECO:0000106|262|
ZDB-EXP-090217-3|physiological|bacterial infection|bacterial treatment|ZECO:0000106|262|
ZDB-EXP-090218-1|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-090218-12|sbMO (range)|sbMO (range)|standard conditions|ZECO:0000103||
ZDB-EXP-090218-13|cdx1b-atgMO (range)|cdx1b-atgMO (range)|standard conditions|ZECO:0000103||
ZDB-EXP-090218-14|chemical|other|chemical treatment|ZECO:0000102|CHEBI:64208|
ZDB-EXP-090218-2|sbMO (0.25pmol)|sbMO (0.25pmol)|standard conditions|ZECO:0000103||
ZDB-EXP-090218-3|cdx1aMO (0.5 pmol)|cdx1aMO (0.5 pmol)|standard conditions|ZECO:0000103||
ZDB-EXP-090218-4|cdx1b-atgMO (0.5pmol)|cdx1b-atgMO (0.5pmol)|standard conditions|ZECO:0000103||
ZDB-EXP-090219-1|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-090219-2|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:90705|
ZDB-EXP-090219-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-090219-5|met MO|met MO|standard conditions|ZECO:0000103||
ZDB-EXP-090220-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:131331|
ZDB-EXP-090220-2|temperature|stable|cold exposure|ZECO:0000162||
ZDB-EXP-090220-3|temperature|stable|cold exposure|ZECO:0000162||
ZDB-EXP-090223-1|fz8a-MO|fz8a-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090223-2|wnt8b-MO|wnt8b-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090223-3|lef1-MO|lef1-MO|standard conditions|ZECO:0000103||
ZDB-EXP-090223-5|chemical|bromodeoxyuridine:59-14-3|chemical treatment by injection|ZECO:0000237|CHEBI:472552|
ZDB-EXP-090223-6|chemical|bromodeoxyuridine:59-14-3|chemical treatment by injection|ZECO:0000237|CHEBI:472552|
ZDB-EXP-090225-2|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-090225-3|MO1-lrrc50|MO1-lrrc50|standard conditions|ZECO:0000103||
ZDB-EXP-090226-1|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090302-2|tbx5MO(1)|tbx5MO(1)|standard conditions|ZECO:0000103||
ZDB-EXP-090303-1|physiological|starvation|fasting|ZECO:0000114||
ZDB-EXP-090303-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:16412 |
ZDB-EXP-090303-3|chemical|other|chemical treatment|ZECO:0000102|CHEBI:84491|
ZDB-EXP-090303-4|temperature|cold shock|cold shock|ZECO:0000165||
ZDB-EXP-090303-5|temperature|cold shock|cold shock|ZECO:0000165||
ZDB-EXP-090303-6|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-090303-7|pH|acidic|acidic|ZECO:0000201||
ZDB-EXP-090303-8|pH|acidic|acidic|ZECO:0000201||
ZDB-EXP-090303-9|pH|basic|basic|ZECO:0000202||
ZDB-EXP-090304-1|chemical|DNA replication inhibitors|chemical treatment|ZECO:0000102|CHEBI:2766|
ZDB-EXP-090304-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:44423|
ZDB-EXP-090304-11|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-090304-12|dep1aMO1 (4ng)|dep1aMO1 (4ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090304-13|dep1aMO2 (12ng)|dep1aMO2 (12ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090304-14|dep1bMO1 (8ng)|dep1bMO1 (8ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090304-15|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-090304-16|chemical|PCB|chemical treatment|ZECO:0000102|CHEBI:34317|
ZDB-EXP-090304-17|chemical|other|chemical treatment|ZECO:0000102|CHEBI:33234|
ZDB-EXP-090304-17|chemical|PCB|chemical treatment|ZECO:0000102|CHEBI:34317|
ZDB-EXP-090304-18|dep1aMO1 (8ng)|dep1aMO1 (8ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090304-19|chemical|17beta-estradiol (CAS: 50-28-2)|chemical treatment|ZECO:0000102|CHEBI:16469|
ZDB-EXP-090304-19|chemical|other|chemical treatment|ZECO:0000102|CHEBI:15347|
ZDB-EXP-090304-20|dep1bMO (4ng)|dep1bMO (4ng)|standard conditions|ZECO:0000103||
ZDB-EXP-090304-21|dep1a/dep1b-MO (4ng each)|dep1a/dep1b-MO (4ng each)|standard conditions|ZECO:0000103||
ZDB-EXP-090304-22|physiological|regeneration/healing|resection|ZECO:0000171|ZFA:0000123|
ZDB-EXP-090304-4|MO6-neurog1|MO6-neurog1|standard conditions|ZECO:0000103||
ZDB-EXP-090304-5|chemical|DNA replication inhibitors|chemical treatment|ZECO:0000102|CHEBI:2766|
ZDB-EXP-090304-5|chemical|other|chemical treatment|ZECO:0000102|CHEBI:44423|
