expid,DBname,DBname,ZECOtermname,zecoid,otherid,CC
ZDB-EXP-070831-15,physical,radiation,radiation,ZECO:0000208,,
ZDB-EXP-070831-16,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-070831-16,physical,radiation,radiation,ZECO:0000208,,
ZDB-EXP-070831-17,chemical,other,chemical treatment,ZECO:0000102,CHEBI:472552,
ZDB-EXP-070831-3,chemical,other,chemical treatment,ZECO:0000102,CHEBI:17351,
ZDB-EXP-070831-4,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-070831-5,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-070831-6,chemical,other,chemical treatment,ZECO:0000102,CHEBI:49662 ,
ZDB-EXP-070831-7,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-070831-8,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-070831-9,chemical,other,chemical treatment,ZECO:0000102,CHEBI:76274,
ZDB-EXP-070905-2,physiological,regeneration/healing,transection,ZECO:0000181,ZFA:0000435,
ZDB-EXP-070905-3,physiological,regeneration/healing,transection,ZECO:0000181,ZFA:0000435,
ZDB-EXP-070905-4,physiological,regeneration/healing,transection,ZECO:0000181,ZFA:0000435,
ZDB-EXP-070905-5,physiological,regeneration/healing,transection,ZECO:0000181,ZFA:0000435,
ZDB-EXP-070905-6,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-070906-12,physiological,viral infection,viral treatment,ZECO:0000110,696863,
ZDB-EXP-070906-2,physiological,viral infection,viral treatment,ZECO:0000110,696863,
ZDB-EXP-070912-5,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-070917-3,chemical,other,chemical treatment,ZECO:0000102,CHEBI:556075,
ZDB-EXP-070917-4,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-070917-5,chemical,other,chemical treatment,ZECO:0000102,CHEBI:64153,
ZDB-EXP-070919-23,chemical,other,chemical treatment,ZECO:0000102,CHEBI:91222,
ZDB-EXP-070919-27,chemical,other,chemical treatment,ZECO:0000102,CHEBI:91084,
ZDB-EXP-070919-28,chemical,other,chemical treatment,ZECO:0000102,CHEBI:91222,
ZDB-EXP-070920-16,physical,radiation,radiation,ZECO:0000208,,
ZDB-EXP-070920-18,physical,radiation,radiation,ZECO:0000208,,
ZDB-EXP-070920-19,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:86195,
ZDB-EXP-070920-20,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-070920-23,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-070920-24,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-070921-1,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,CHEBI:132086,
ZDB-EXP-070921-2,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,CHEBI:132086,
ZDB-EXP-070921-4,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-070924-1,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,CHEBI:18258,
ZDB-EXP-070924-2,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,CHEBI:4903,
ZDB-EXP-070924-3,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,CHEBI:79516,
ZDB-EXP-071004-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071004-2,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071004-3,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071004-4,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-071005-1,chemical,other,chemical treatment,ZECO:0000102,CHEBI:472552,
ZDB-EXP-071008-5,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-071012-2,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:46024,
ZDB-EXP-071017-1,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-071017-10,chemical,other,chemical treatment,ZECO:0000102,CHEBI:38459,
ZDB-EXP-071017-11,chemical,other,chemical treatment,ZECO:0000102,CHEBI:92369,
ZDB-EXP-071017-12,chemical,other,chemical treatment,ZECO:0000102,CHEBI:132084,
ZDB-EXP-071017-2,chemical,SU5416 (CAS:194413-58-6),chemical treatment,ZECO:0000102,CHEBI:91083,
ZDB-EXP-071017-3,chemical,other,chemical treatment,ZECO:0000102,CHEBI:91462,
ZDB-EXP-071017-4,chemical,other,chemical treatment,ZECO:0000102,CHEBI:38459,
ZDB-EXP-071017-5,chemical,other,chemical treatment,ZECO:0000102,CHEBI:92369,
ZDB-EXP-071017-6,chemical,other,chemical treatment,ZECO:0000102,CHEBI:132084,
ZDB-EXP-071017-7,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-071017-8,chemical,other,chemical treatment,ZECO:0000102,CHEBI:91462,
ZDB-EXP-071017-9,chemical,SU5416 (CAS:194413-58-6),chemical treatment,ZECO:0000102,CHEBI:91083,
ZDB-EXP-071023-3,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-071023-4,chemical,other,chemical treatment,ZECO:0000102,CHEBI:42471,
ZDB-EXP-071023-6,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-071023-7,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-071025-9,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-071108-1,physiological,bacterial infection,bacterial treatment,ZECO:0000106,,
ZDB-EXP-071108-1,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-071109-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071109-8,chemical,other,chemical treatment,ZECO:0000102,CHEBI:22977,
ZDB-EXP-071114-3,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-071114-4,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-071120-2,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071125-1,chemical,other,chemical treatment,ZECO:0000102,CHEBI:16412,
ZDB-EXP-071128-2,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-071129-11,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071129-12,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071129-16,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-071129-17,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-071129-18,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-071129-4,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071129-5,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071129-7,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-071130-2,physical,light,UV,ZECO:0000214,,
ZDB-EXP-071203-13,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071203-14,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071203-2,physiological,bacterial infection,bacterial treatment,ZECO:0000106,1781,
ZDB-EXP-071203-3,physiological,bacterial infection,bacterial treatment,ZECO:0000106,1781,
ZDB-EXP-071203-6,physiological,bacterial infection,bacterial treatment,ZECO:0000106,1781,
ZDB-EXP-071203-9,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:5118,
ZDB-EXP-071204-1,physiological,bacterial infection,bacterial treatment,ZECO:0000106,1781,
ZDB-EXP-071204-2,physiological,bacterial infection,bacterial treatment,ZECO:0000106,1781,
ZDB-EXP-071204-3,physiological,bacterial infection,bacterial treatment,ZECO:0000106,1781,
ZDB-EXP-071204-4,physiological,bacterial infection,bacterial treatment,ZECO:0000106,1781,
ZDB-EXP-071205-4,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071211-2,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-071211-4,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071211-5,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071211-9,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071214-10,chemical,other,chemical treatment,ZECO:0000102,CHEBI:100922,
ZDB-EXP-071214-8,salinity,stable,water salinity,ZECO:0000203,,
ZDB-EXP-071214-9,salinity,stable,water salinity,ZECO:0000203,,
ZDB-EXP-071215-1,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-071217-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071217-2,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-071217-4,chemical,Ethinylestradiol (CAS: 57-63-6),chemical treatment,ZECO:0000102,CHEBI:4903,
ZDB-EXP-071220-1,chemical,other,chemical treatment,ZECO:0000102,CHEBI:37415,
ZDB-EXP-071220-4,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-071220-5,chemical,Ethanol,chemical treatment,ZECO:0000102,CHEBI:16236,
ZDB-EXP-071226-1,chemical,other,chemical treatment,ZECO:0000102,CHEBI:46024,
ZDB-EXP-071226-2,chemical,other,chemical treatment,ZECO:0000102,CHEBI:46024,
ZDB-EXP-071226-3,chemical,other,chemical treatment,ZECO:0000102,CHEBI:15551 ,
ZDB-EXP-071226-4,chemical,other,chemical treatment,ZECO:0000102,CHEBI:49023,
ZDB-EXP-071226-5,chemical,other,chemical treatment,ZECO:0000102,CHEBI:73458,
ZDB-EXP-071226-8,chemical,other,chemical treatment,ZECO:0000102,CHEBI:76274,
ZDB-EXP-071227-17,salinity,hypotonic,hypotonic,ZECO:0000205,,
ZDB-EXP-071227-18,salinity,hypertonic,hypertonic,ZECO:0000206,,
ZDB-EXP-071227-19,salinity,hypotonic,hypotonic,ZECO:0000205,,
ZDB-EXP-071227-20,salinity,hypertonic,hypertonic,ZECO:0000206,,
ZDB-EXP-071227-21,salinity,hypotonic,hypotonic,ZECO:0000205,,
ZDB-EXP-071227-22,salinity,hypertonic,hypertonic,ZECO:0000206,,
ZDB-EXP-071227-23,salinity,hypotonic,hypotonic,ZECO:0000205,,
ZDB-EXP-071227-23,chemical,other,chemical treatment,ZECO:0000102,CHEBI:30911,
ZDB-EXP-071227-24,salinity,hypotonic,hypotonic,ZECO:0000205,,
ZDB-EXP-071227-24,chemical,other,chemical treatment,ZECO:0000102,CHEBI:32588,
ZDB-EXP-071227-25,salinity,hypotonic,hypotonic,ZECO:0000205,,
ZDB-EXP-071227-25,chemical,other,chemical treatment,ZECO:0000102,CHEBI:26710,
ZDB-EXP-071227-26,salinity,hypotonic,hypotonic,ZECO:0000205,,
ZDB-EXP-071227-26,chemical,other,chemical treatment,ZECO:0000102,CHEBI:32588,
ZDB-EXP-071227-26,salinity,stable,water salinity,ZECO:0000203,,
ZDB-EXP-071227-27,salinity,hypotonic,hypotonic,ZECO:0000205,,
ZDB-EXP-071227-27,chemical,other,chemical treatment,ZECO:0000102,CHEBI:3312,
ZDB-EXP-071227-28,salinity,hypertonic,high potassium,ZECO:0000195,,
ZDB-EXP-071227-28,salinity,hypotonic,hypotonic,ZECO:0000205,,
ZDB-EXP-071227-28,chemical,other,chemical treatment,ZECO:0000102,CHEBI:3312,
ZDB-EXP-071227-28,salinity,stable,water salinity,ZECO:0000203,,
ZDB-EXP-071228-20,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-071228-22,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-071228-24,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-080101-1,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-080103-4,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-080103-5,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,CHEBI:15551 ,
ZDB-EXP-080104-1,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-080104-3,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,CHEBI:16796 ,
ZDB-EXP-080104-4,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:27958 ,
ZDB-EXP-080104-5,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:27958 ,
ZDB-EXP-080104-6,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,,
ZDB-EXP-080104-6,chemical,other,chemical treatment,ZECO:0000102,CHEBI:131788,
ZDB-EXP-080104-6,chemical,other,chemical treatment,ZECO:0000102,CHEBI:16796 ,
ZDB-EXP-080104-6,chemical,other,chemical treatment,ZECO:0000102,CHEBI:27958 ,
ZDB-EXP-080104-6,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-080104-7,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,CHEBI:16796 ,
ZDB-EXP-080104-7,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:27958 ,
ZDB-EXP-080104-8,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,CHEBI:16796 ,
ZDB-EXP-080104-8,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:27958 ,
ZDB-EXP-080107-3,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-080107-5,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,CHEBI:16796 ,
ZDB-EXP-080107-5,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-080107-6,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-080107-6,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:27958 ,
ZDB-EXP-080107-7,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,CHEBI:16796 ,
ZDB-EXP-080107-7,physical,light,lighting conditions,ZECO:0000146,,
ZDB-EXP-080107-7,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:27958 ,
ZDB-EXP-080115-1,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-080115-13,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-080117-6,physical,hypoxia,hypoxia,ZECO:0000189,,
ZDB-EXP-080122-2,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-080122-4,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-080205-1,chemical,Metal,chemical treatment,ZECO:0000102,CHEBI:30052,
ZDB-EXP-080205-2,chemical,Metal,chemical treatment,ZECO:0000102,CHEBI:30052,
ZDB-EXP-080205-2,chemical,other,chemical treatment,ZECO:0000102,CHEBI:26708,
ZDB-EXP-080205-3,chemical,Metal,chemical treatment,ZECO:0000102,CHEBI:30052,
ZDB-EXP-080205-3,chemical,other,chemical treatment,ZECO:0000102,CHEBI:22984,
ZDB-EXP-080205-4,chemical,other,chemical treatment,ZECO:0000102,CHEBI:26708,
ZDB-EXP-080205-5,chemical,other,chemical treatment,ZECO:0000102,CHEBI:22984,
ZDB-EXP-080205-6,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-080205-7,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-080205-8,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-080206-1,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-080206-2,chemical,other,chemical treatment,ZECO:0000102,CHEBI:86194,
ZDB-EXP-080207-1,chemical,Environmental contaminants,chemical treatment,ZECO:0000102,,
ZDB-EXP-080207-2,chemical,Environmental contaminants,chemical treatment,ZECO:0000102,,
ZDB-EXP-080207-3,chemical,Environmental contaminants,chemical treatment,ZECO:0000102,,
ZDB-EXP-080207-4,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-080207-5,chemical,Environmental contaminants,chemical treatment,ZECO:0000102,,
ZDB-EXP-080207-5,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-080208-9,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-080218-3,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:86195,
ZDB-EXP-080218-4,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:86195,
ZDB-EXP-080218-5,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:86195,
ZDB-EXP-080219-1,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-080219-2,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-080219-3,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-080219-4,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-080219-6,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:86195,
ZDB-EXP-080221-2,physiological,bacterial infection,bacterial treatment,ZECO:0000106,55601,
ZDB-EXP-080226-6,pH,acidic,acidic,ZECO:0000201,,
ZDB-EXP-080226-7,salinity,stable,low sodium,ZECO:0000199,,
ZDB-EXP-080226-8,salinity,stable,high sodium,ZECO:0000198,,
ZDB-EXP-080229-10,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-080229-12,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-080229-12,chemical,other,chemical treatment,ZECO:0000102,CHEBI:86194,
ZDB-EXP-080229-13,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-080229-13,chemical,other,chemical treatment,ZECO:0000102,CHEBI:86194,
ZDB-EXP-080229-15,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,,
ZDB-EXP-080229-5,chemical,other,chemical treatment,ZECO:0000102,CHEBI:86194,
ZDB-EXP-080304-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080305-1,chemical,other,chemical treatment,ZECO:0000102,CHEBI:78510,
ZDB-EXP-080310-2,chemical,other,chemical treatment,ZECO:0000102,CHEBI:91108,
ZDB-EXP-080311-4,chemical,TCDD (2sierra3sierra7sierra8-tetrachlorodibenzo-p-dioxin) (CAS: 1746-01-6),chemical treatment,ZECO:0000102,CHEBI:28119,
ZDB-EXP-080324-1,physiological,bacterial infection,bacterial treatment,ZECO:0000106,1781,
ZDB-EXP-080325-14,physical,hypoxia,hypoxia,ZECO:0000189,,
ZDB-EXP-080326-1,chemical,other,chemical treatment,ZECO:0000102,CHEBI:9516,
ZDB-EXP-080326-10,chemical,other,chemical treatment,ZECO:0000102,CHEBI:32497,
ZDB-EXP-080326-11,chemical,other,chemical treatment,ZECO:0000102,CHEBI:32497,
ZDB-EXP-080326-12,chemical,other,chemical treatment,ZECO:0000102,CHEBI:32497,
ZDB-EXP-080326-13,chemical,other,chemical treatment,ZECO:0000102,CHEBI:60654,
ZDB-EXP-080326-7,chemical,other,chemical treatment,ZECO:0000102,CHEBI:131784,
ZDB-EXP-080326-9,chemical,other,chemical treatment,ZECO:0000102,CHEBI:32497,
ZDB-EXP-080327-2,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-080328-1,chemical,other,chemical treatment,ZECO:0000102,CHEBI:50385,
ZDB-EXP-080331-12,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080331-13,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080331-14,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080331-15,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080331-16,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080331-17,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080414-5,physiological,bacterial infection,bacterial treatment,ZECO:0000106,636,
ZDB-EXP-080414-5,chemical,other,chemical treatment,ZECO:0000102,CHEBI:29678,
ZDB-EXP-080414-6,physiological,bacterial infection,bacterial treatment,ZECO:0000106,636,
ZDB-EXP-080414-7,physiological,viral infection,viral treatment,ZECO:0000110,103603,
ZDB-EXP-080414-8,chemical,other,chemical treatment,ZECO:0000102,CHEBI:29678,
ZDB-EXP-080414-8,physiological,viral infection,viral treatment,ZECO:0000110,103603,
ZDB-EXP-080416-4,physiological,viral infection,viral treatment,ZECO:0000110,35297,
ZDB-EXP-080416-5,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080418-10,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080418-11,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080418-12,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080418-13,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080418-14,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080418-8,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080418-9,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080419-1,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080419-2,physical,light,constant light,ZECO:0000150,,
ZDB-EXP-080422-3,chemical,other,chemical treatment,ZECO:0000102,CHEBI:84491,
ZDB-EXP-080501-2,physical,hypoxia,hypoxia,ZECO:0000189,,
ZDB-EXP-080501-4,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,,
ZDB-EXP-080501-5,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-080501-6,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-080502-1,physiological,regeneration/healing,physical alteration,ZECO:0000229,ZFA:0000107,
ZDB-EXP-080502-3,chemical,Hormonesierra growth factorssierra and endocrine disruptors,chemical treatment,ZECO:0000102,,
ZDB-EXP-080502-4,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:23888,
ZDB-EXP-080503-1,chemical,other,chemical treatment by injection,ZECO:0000237,CHEBI:16158,
ZDB-EXP-080504-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080504-2,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080505-3,physiological,regeneration/healing,physical alteration,ZECO:0000229,ZFA:0000107,
ZDB-EXP-080505-4,physiological,regeneration/healing,physical alteration,ZECO:0000229,ZFA:0000107,
ZDB-EXP-080505-9,chemical,Pharmaceutical drug,chemical treatment,ZECO:0000102,CHEBI:40303,
ZDB-EXP-080506-1,chemical,other,chemical treatment,ZECO:0000102,CHEBI:472805,
ZDB-EXP-080506-3,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080506-4,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080506-5,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080506-7,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080507-3,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080507-4,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080507-4,chemical,other,chemical treatment,ZECO:0000102,CHEBI:46024 ,
ZDB-EXP-080507-7,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080507-8,chemical,Ethinylestradiol (CAS: 57-63-6),chemical treatment,ZECO:0000102,CHEBI:4903,
ZDB-EXP-080507-9,chemical,other,chemical treatment,ZECO:0000102,CHEBI:16767,
ZDB-EXP-080508-1,chemical,PCB,chemical treatment,ZECO:0000102,CHEBI:34317,
ZDB-EXP-080508-11,chemical,other,chemical treatment,ZECO:0000102,,
ZDB-EXP-080508-3,chemical,SU5402,chemical treatment,ZECO:0000102,CHEBI:63449,
ZDB-EXP-080508-4,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-080508-5,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080508-6,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-080508-6,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080509-1,physiological,regeneration/healing,amputation,ZECO:0000172,ZFA:0001058,
ZDB-EXP-080514-3,chemical,other,chemical treatment,ZECO:0000102,CHEBI:17963,
ZDB-EXP-080515-1,chemical,cyclopamine (CAS: 4449-51-8),chemical treatment,ZECO:0000102,CHEBI:4021,
ZDB-EXP-080516-11,chemical,other,chemical treatment,ZECO:0000102,CHEBI:7508,
ZDB-EXP-080516-2,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-080516-3,chemical,all-trans retinoic acid (CAS: 302-79-4),chemical treatment,ZECO:0000102,CHEBI:15367,
ZDB-EXP-080516-4,chemical,other,chemical treatment,ZECO:0000102,CHEBI:86195,
ZDB-EXP-080516-5,chemical,other,chemical treatment,ZECO:0000102,CHEBI:86195,
ZDB-EXP-080519-1,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-080519-2,chemical,DAPT,chemical treatment,ZECO:0000102,CHEBI:86193,
ZDB-EXP-080519-2,chemical,other,chemical treatment,ZECO:0000102,CHEBI:7508,
ZDB-EXP-080522-1,chemical,PTU,chemical treatment,ZECO:0000102,CHEBI:46261,
ZDB-EXP-080527-1,chemical,bromodeoxyuridine:59-14-3,chemical treatment,ZECO:0000102,CHEBI:472552,
ZDB-EXP-080528-1,chemical,Pesticide,chemical treatment,ZECO:0000102,CHEBI:25944,
ZDB-EXP-080528-2,chemical,Pesticide,chemical treatment,ZECO:0000102,CHEBI:25944,
ZDB-EXP-080528-3,chemical,Pesticide,chemical treatment,ZECO:0000102,CHEBI:25944,
ZDB-EXP-080529-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080529-3,physiological,regeneration/healing,physical alteration,ZECO:0000229,,
ZDB-EXP-080530-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080619-1,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080619-10,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080619-2,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080619-3,chemical,other,chemical treatment,ZECO:0000102,CHEBI:84070 ,
ZDB-EXP-080619-4,chemical,Cadmium chloride (CAS: 10108-64-2),chemical treatment,ZECO:0000102,CHEBI:35456,
ZDB-EXP-080619-5,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080619-6,temperature,heat shock,heat shock,ZECO:0000166,,
ZDB-EXP-080619-7,temperature,heat shock,heat shock,ZECO:0000166,,
