ept_pk_id,ept_relational_term,ept_quality_term_zdb_id,ept_tag,ept_xpatres_id
1748,expressed_in,ZDB-TERM-070117-463,abnormal,317527
1749,expressed_in,ZDB-TERM-070326-1660,abnormal,317530
1750,expressed_in,ZDB-TERM-070326-1660,abnormal,317531
1751,expressed_in,ZDB-TERM-070117-463,abnormal,317534
1752,expressed_in,ZDB-TERM-070326-1661,abnormal,317535
1753,expressed_in,ZDB-TERM-070117-463,abnormal,317546
1754,expressed_in,ZDB-TERM-081207-1946,abnormal,317556
1755,expressed_in,ZDB-TERM-081207-1946,abnormal,317557
1756,expressed_in,ZDB-TERM-081207-1946,abnormal,317558
1757,expressed_in,ZDB-TERM-081207-1946,abnormal,317559
1758,expressed_in,ZDB-TERM-081207-1946,abnormal,317560
1759,expressed_in,ZDB-TERM-081207-1946,abnormal,317561
1760,expressed_in,ZDB-TERM-081207-1946,abnormal,317562
1761,expressed_in,ZDB-TERM-081207-1946,abnormal,317563
1762,expressed_in,ZDB-TERM-070117-61,abnormal,317566
1763,expressed_in,ZDB-TERM-070117-61,abnormal,317567
1764,expressed_in,ZDB-TERM-070117-463,abnormal,317575
1765,expressed_in,ZDB-TERM-081207-1946,abnormal,317576
1775,expressed_in,ZDB-TERM-070117-471,abnormal,317594
1776,expressed_in,ZDB-TERM-070117-471,abnormal,317595
1777,expressed_in,ZDB-TERM-070117-463,abnormal,317596
1778,expressed_in,ZDB-TERM-081207-1946,abnormal,317599
1779,expressed_in,ZDB-TERM-081207-1946,abnormal,317600
1780,expressed_in,ZDB-TERM-081207-1946,abnormal,317601
1781,expressed_in,ZDB-TERM-081207-1946,abnormal,317604
1782,expressed_in,ZDB-TERM-070117-463,abnormal,317606
1783,expressed_in,ZDB-TERM-070117-463,abnormal,317607
1784,expressed_in,ZDB-TERM-070117-463,abnormal,317616
1785,expressed_in,ZDB-TERM-070117-471,abnormal,317622
1786,expressed_in,ZDB-TERM-070117-471,abnormal,317623
1787,expressed_in,ZDB-TERM-070117-471,abnormal,317625
1788,expressed_in,ZDB-TERM-070326-1660,abnormal,317625
1789,expressed_in,ZDB-TERM-070117-471,abnormal,317680
1790,expressed_in,ZDB-TERM-070117-471,abnormal,317681
1791,expressed_in,ZDB-TERM-070117-471,abnormal,317684
1792,expressed_in,ZDB-TERM-070117-471,abnormal,317687
1793,expressed_in,ZDB-TERM-081207-1946,abnormal,317700
1794,expressed_in,ZDB-TERM-070117-471,abnormal,317701
1795,expressed_in,ZDB-TERM-070117-471,abnormal,317702
1796,expressed_in,ZDB-TERM-070117-471,abnormal,317709
1797,expressed_in,ZDB-TERM-070117-471,abnormal,317710
1798,expressed_in,ZDB-TERM-081207-1946,abnormal,317711
1799,expressed_in,ZDB-TERM-070117-471,abnormal,317721
1800,expressed_in,ZDB-TERM-070117-471,abnormal,317722
1801,expressed_in,ZDB-TERM-070117-471,abnormal,317723
1802,expressed_in,ZDB-TERM-070117-471,abnormal,317724
1803,expressed_in,ZDB-TERM-070117-471,abnormal,317725
1804,expressed_in,ZDB-TERM-070117-471,abnormal,317726
1805,expressed_in,ZDB-TERM-070117-471,abnormal,317727
1806,expressed_in,ZDB-TERM-070117-471,abnormal,317728
1807,expressed_in,ZDB-TERM-070117-463,abnormal,317736
1808,expressed_in,ZDB-TERM-070117-61,abnormal,317737
1809,expressed_in,ZDB-TERM-070117-463,abnormal,317742
1810,expressed_in,ZDB-TERM-070117-463,abnormal,317744
1811,expressed_in,ZDB-TERM-070117-463,abnormal,317747
1812,expressed_in,ZDB-TERM-070326-1661,abnormal,317748
1813,expressed_in,ZDB-TERM-081207-1946,abnormal,317754
1814,expressed_in,ZDB-TERM-081207-1946,abnormal,317757
1815,expressed_in,ZDB-TERM-070117-463,abnormal,317764
1816,expressed_in,ZDB-TERM-070117-463,abnormal,317765
1817,expressed_in,ZDB-TERM-070117-463,abnormal,317789
1818,expressed_in,ZDB-TERM-070117-629,abnormal,317792
1819,expressed_in,ZDB-TERM-070117-471,abnormal,317793
1820,expressed_in,ZDB-TERM-070117-471,abnormal,317794
1821,expressed_in,ZDB-TERM-070117-471,abnormal,317804
1822,expressed_in,ZDB-TERM-070117-471,abnormal,317805
1823,expressed_in,ZDB-TERM-070117-471,abnormal,317806
1824,expressed_in,ZDB-TERM-070117-471,abnormal,317807
1825,expressed_in,ZDB-TERM-081207-1946,abnormal,317808
1826,expressed_in,ZDB-TERM-081207-1946,abnormal,317809
1827,expressed_in,ZDB-TERM-070117-471,abnormal,317891
1829,expressed_in,ZDB-TERM-070117-471,abnormal,317897
1830,expressed_in,ZDB-TERM-070117-471,abnormal,317898
1831,expressed_in,ZDB-TERM-070117-471,abnormal,317899
1832,expressed_in,ZDB-TERM-070117-471,abnormal,317900
1833,expressed_in,ZDB-TERM-070117-471,abnormal,317955
1834,expressed_in,ZDB-TERM-070117-471,abnormal,317956
1835,expressed_in,ZDB-TERM-070117-471,abnormal,317957
1836,expressed_in,ZDB-TERM-070117-471,abnormal,317958
1837,expressed_in,ZDB-TERM-081207-1946,abnormal,317959
1838,expressed_in,ZDB-TERM-081207-1946,abnormal,317960
1839,expressed_in,ZDB-TERM-070117-463,abnormal,317966
1840,expressed_in,ZDB-TERM-070326-1660,abnormal,317968
1841,expressed_in,ZDB-TERM-070326-1660,abnormal,317972
1842,expressed_in,ZDB-TERM-070117-471,abnormal,318021
1843,expressed_in,ZDB-TERM-070117-471,abnormal,318022
1844,expressed_in,ZDB-TERM-081207-1946,abnormal,318035
1845,expressed_in,ZDB-TERM-081207-1946,abnormal,318036
1847,expressed_in,ZDB-TERM-070117-471,abnormal,318043
1848,expressed_in,ZDB-TERM-070117-471,abnormal,318048
1849,expressed_in,ZDB-TERM-070117-471,abnormal,318049
1850,expressed_in,ZDB-TERM-070117-471,abnormal,318050
1851,expressed_in,ZDB-TERM-070117-471,abnormal,318051
1852,expressed_in,ZDB-TERM-070117-471,abnormal,318052
1853,expressed_in,ZDB-TERM-070117-471,abnormal,318054
1854,expressed_in,ZDB-TERM-070117-471,abnormal,318055
1855,expressed_in,ZDB-TERM-070117-471,abnormal,318056
1856,expressed_in,ZDB-TERM-070117-471,abnormal,318057
1857,expressed_in,ZDB-TERM-070117-471,abnormal,318058
1865,expressed_in,ZDB-TERM-081207-1946,abnormal,318070
1866,expressed_in,ZDB-TERM-070117-71,ameliorated,318071
1867,expressed_in,ZDB-TERM-081207-1946,abnormal,318072
1868,expressed_in,ZDB-TERM-070117-71,ameliorated,318073
1869,expressed_in,ZDB-TERM-081207-1946,abnormal,318074
1870,expressed_in,ZDB-TERM-070117-71,ameliorated,318075
1871,expressed_in,ZDB-TERM-081207-1946,abnormal,318078
1872,expressed_in,ZDB-TERM-081207-1946,abnormal,318079
1873,expressed_in,ZDB-TERM-070117-71,ameliorated,318080
1874,expressed_in,ZDB-TERM-070117-71,ameliorated,318081
1875,expressed_in,ZDB-TERM-081207-1946,abnormal,318087
1876,expressed_in,ZDB-TERM-081207-1946,abnormal,318088
1877,expressed_in,ZDB-TERM-081207-1946,abnormal,318089
1878,expressed_in,ZDB-TERM-081207-1946,abnormal,318090
1879,expressed_in,ZDB-TERM-081207-1946,abnormal,318091
1880,expressed_in,ZDB-TERM-070117-471,abnormal,318098
1881,expressed_in,ZDB-TERM-070117-471,abnormal,318099
1882,expressed_in,ZDB-TERM-070117-471,abnormal,318100
1883,expressed_in,ZDB-TERM-070117-471,abnormal,318101
1884,expressed_in,ZDB-TERM-070117-471,abnormal,318102
1885,expressed_in,ZDB-TERM-070117-471,abnormal,318103
1888,expressed_in,ZDB-TERM-070117-471,abnormal,318129
1889,expressed_in,ZDB-TERM-081207-1946,abnormal,318131
1890,expressed_in,ZDB-TERM-081207-1946,abnormal,318135
1891,expressed_in,ZDB-TERM-070326-1660,abnormal,318136
1892,expressed_in,ZDB-TERM-070117-463,abnormal,318147
1893,expressed_in,ZDB-TERM-070117-463,abnormal,318148
1894,expressed_in,ZDB-TERM-070117-463,abnormal,318156
1895,expressed_in,ZDB-TERM-070117-463,abnormal,318158
1896,expressed_in,ZDB-TERM-070117-463,abnormal,318169
1897,expressed_in,ZDB-TERM-070117-463,abnormal,318170
1898,expressed_in,ZDB-TERM-070117-463,abnormal,318172
1899,expressed_in,ZDB-TERM-070117-463,abnormal,318173
1900,expressed_in,ZDB-TERM-070117-471,abnormal,318179
1901,expressed_in,ZDB-TERM-070117-471,abnormal,318180
1902,expressed_in,ZDB-TERM-070117-463,abnormal,318182
1903,expressed_in,ZDB-TERM-070117-71,ameliorated,318183
1904,expressed_in,ZDB-TERM-070117-463,abnormal,318185
1905,expressed_in,ZDB-TERM-070117-463,abnormal,318188
1906,expressed_in,ZDB-TERM-070117-463,abnormal,318191
1907,expressed_in,ZDB-TERM-070117-463,abnormal,318192
1909,expressed_in,ZDB-TERM-081207-1946,abnormal,318267
1910,expressed_in,ZDB-TERM-081207-1946,abnormal,318268
1911,expressed_in,ZDB-TERM-070117-471,abnormal,318269
1912,expressed_in,ZDB-TERM-070117-471,abnormal,318270
1913,expressed_in,ZDB-TERM-070117-471,abnormal,318271
1914,expressed_in,ZDB-TERM-070117-471,abnormal,318272
1915,expressed_in,ZDB-TERM-070117-471,abnormal,318273
1916,expressed_in,ZDB-TERM-070117-471,abnormal,318274
1917,expressed_in,ZDB-TERM-081207-1946,abnormal,318282
1918,expressed_in,ZDB-TERM-070117-471,abnormal,318283
1919,expressed_in,ZDB-TERM-070117-471,abnormal,318284
1920,expressed_in,ZDB-TERM-070117-471,abnormal,318285
1921,expressed_in,ZDB-TERM-070117-471,abnormal,318286
1922,expressed_in,ZDB-TERM-070117-471,abnormal,318295
1923,expressed_in,ZDB-TERM-070117-471,abnormal,318296
1924,expressed_in,ZDB-TERM-070117-471,abnormal,318297
1925,expressed_in,ZDB-TERM-070117-471,abnormal,318298
1926,expressed_in,ZDB-TERM-070326-1660,abnormal,318295
1927,expressed_in,ZDB-TERM-070326-1660,abnormal,318272
1928,expressed_in,ZDB-TERM-070326-1660,abnormal,318283
1929,expressed_in,ZDB-TERM-070326-1660,abnormal,318270
1930,expressed_in,ZDB-TERM-070326-1660,abnormal,318269
1931,expressed_in,ZDB-TERM-070326-1661,abnormal,318300
1932,expressed_in,ZDB-TERM-070326-1660,abnormal,318301
1933,expressed_in,ZDB-TERM-070117-471,abnormal,318326
1934,expressed_in,ZDB-TERM-070117-471,abnormal,318327
1935,expressed_in,ZDB-TERM-070117-471,abnormal,318328
1936,expressed_in,ZDB-TERM-081207-1946,abnormal,318329
1937,expressed_in,ZDB-TERM-081207-1946,abnormal,318330
1938,expressed_in,ZDB-TERM-081207-1946,abnormal,318331
1939,expressed_in,ZDB-TERM-081207-1946,abnormal,318332
1940,expressed_in,ZDB-TERM-081207-1946,abnormal,318333
1941,expressed_in,ZDB-TERM-081207-1946,abnormal,318334
1942,expressed_in,ZDB-TERM-081207-1946,abnormal,318335
1943,expressed_in,ZDB-TERM-070117-471,abnormal,318338
1944,expressed_in,ZDB-TERM-070326-1660,abnormal,318338
1945,expressed_in,ZDB-TERM-081207-1946,abnormal,318343
1946,expressed_in,ZDB-TERM-070117-463,abnormal,318344
1947,expressed_in,ZDB-TERM-070117-463,abnormal,318345
1948,expressed_in,ZDB-TERM-081207-1946,abnormal,318356
1949,expressed_in,ZDB-TERM-081207-1946,abnormal,318377
1950,expressed_in,ZDB-TERM-081207-1946,abnormal,318378
1951,expressed_in,ZDB-TERM-081207-1946,abnormal,318379
1952,expressed_in,ZDB-TERM-081207-1946,abnormal,318380
1953,expressed_in,ZDB-TERM-081207-1946,abnormal,318381
1954,expressed_in,ZDB-TERM-081207-1946,abnormal,318382
1955,expressed_in,ZDB-TERM-081207-1946,abnormal,318383
1956,expressed_in,ZDB-TERM-081207-1946,abnormal,318384
1957,expressed_in,ZDB-TERM-081207-1946,abnormal,318393
1958,expressed_in,ZDB-TERM-081207-1946,abnormal,318394
1959,expressed_in,ZDB-TERM-081207-1946,abnormal,318395
1960,expressed_in,ZDB-TERM-070117-629,abnormal,318399
1961,expressed_in,ZDB-TERM-070117-629,abnormal,318400
1962,expressed_in,ZDB-TERM-070117-629,abnormal,318401
1963,expressed_in,ZDB-TERM-070117-629,abnormal,318402
1965,expressed_in,ZDB-TERM-070117-471,abnormal,318410
1966,expressed_in,ZDB-TERM-070117-471,abnormal,318411
1967,expressed_in,ZDB-TERM-070117-471,abnormal,318412
1968,expressed_in,ZDB-TERM-070117-471,abnormal,318413
1969,expressed_in,ZDB-TERM-070117-471,abnormal,318414
1970,expressed_in,ZDB-TERM-070117-471,abnormal,318415
1971,expressed_in,ZDB-TERM-070117-471,abnormal,318416
1972,expressed_in,ZDB-TERM-070117-629,abnormal,318421
1973,expressed_in,ZDB-TERM-070117-471,abnormal,318423
1974,expressed_in,ZDB-TERM-070117-471,abnormal,318428
1975,expressed_in,ZDB-TERM-070117-471,abnormal,318430
1976,expressed_in,ZDB-TERM-070117-71,ameliorated,318431
1977,expressed_in,ZDB-TERM-070117-471,abnormal,318433
1978,expressed_in,ZDB-TERM-070117-71,ameliorated,318434
1979,expressed_in,ZDB-TERM-070117-471,abnormal,318436
1980,expressed_in,ZDB-TERM-070117-71,ameliorated,318437
1981,expressed_in,ZDB-TERM-081207-1946,abnormal,318442
1982,expressed_in,ZDB-TERM-081207-1946,abnormal,318462
1983,expressed_in,ZDB-TERM-081207-1946,abnormal,318463
1984,expressed_in,ZDB-TERM-081207-1946,abnormal,318466
1985,expressed_in,ZDB-TERM-081207-1946,abnormal,318467
1986,expressed_in,ZDB-TERM-081207-1946,abnormal,318468
1987,expressed_in,ZDB-TERM-070117-629,abnormal,318469
1988,expressed_in,ZDB-TERM-070117-629,abnormal,318471
1989,expressed_in,ZDB-TERM-070117-463,abnormal,318479
1990,expressed_in,ZDB-TERM-070117-463,abnormal,318480
1991,expressed_in,ZDB-TERM-070117-463,abnormal,318481
1992,expressed_in,ZDB-TERM-070117-463,abnormal,318482
1993,expressed_in,ZDB-TERM-070117-629,abnormal,318507
1994,expressed_in,ZDB-TERM-070117-629,abnormal,318508
1995,expressed_in,ZDB-TERM-070117-629,abnormal,318509
1996,expressed_in,ZDB-TERM-070117-629,abnormal,318510
1997,expressed_in,ZDB-TERM-070117-629,abnormal,318511
1998,expressed_in,ZDB-TERM-070117-629,abnormal,318526
1999,expressed_in,ZDB-TERM-070117-629,abnormal,318527
2000,expressed_in,ZDB-TERM-070117-629,abnormal,318528
2001,expressed_in,ZDB-TERM-070117-629,abnormal,318532
2002,expressed_in,ZDB-TERM-070117-629,abnormal,318559
2003,expressed_in,ZDB-TERM-081207-1946,abnormal,318561
2004,expressed_in,ZDB-TERM-070117-71,ameliorated,318562
2005,expressed_in,ZDB-TERM-070117-629,abnormal,318564
2006,expressed_in,ZDB-TERM-070117-463,abnormal,318566
2007,expressed_in,ZDB-TERM-070117-629,abnormal,318567
2008,expressed_in,ZDB-TERM-070117-629,abnormal,318573
2009,expressed_in,ZDB-TERM-070326-1660,abnormal,318575
2010,expressed_in,ZDB-TERM-070326-1661,abnormal,318589
2011,expressed_in,ZDB-TERM-070326-1661,abnormal,318590
2012,expressed_in,ZDB-TERM-081207-1946,abnormal,318593
2013,expressed_in,ZDB-TERM-070117-463,abnormal,318626
2014,expressed_in,ZDB-TERM-070117-463,abnormal,318630
2015,expressed_in,ZDB-TERM-081207-1946,abnormal,318632
2016,expressed_in,ZDB-TERM-070326-1661,abnormal,318632
2022,expressed_in,ZDB-TERM-081207-1946,abnormal,318660
2023,expressed_in,ZDB-TERM-081207-1946,abnormal,318661
2025,expressed_in,ZDB-TERM-081207-1946,abnormal,318663
2026,expressed_in,ZDB-TERM-081207-1946,abnormal,318665
2027,expressed_in,ZDB-TERM-081207-1946,abnormal,318670
2028,expressed_in,ZDB-TERM-070117-463,abnormal,318764
2029,expressed_in,ZDB-TERM-070117-463,abnormal,318765
2030,expressed_in,ZDB-TERM-070117-463,abnormal,318772
2031,expressed_in,ZDB-TERM-070117-463,abnormal,318794
2032,expressed_in,ZDB-TERM-070117-463,abnormal,318803
2033,expressed_in,ZDB-TERM-070117-463,abnormal,318804
2034,expressed_in,ZDB-TERM-070117-463,abnormal,318805
2035,expressed_in,ZDB-TERM-070117-463,abnormal,318806
2036,expressed_in,ZDB-TERM-070117-463,abnormal,318807
2037,expressed_in,ZDB-TERM-070117-463,abnormal,318808
2038,expressed_in,ZDB-TERM-070117-463,abnormal,318809
2039,expressed_in,ZDB-TERM-070117-463,abnormal,318810
2040,expressed_in,ZDB-TERM-070117-463,abnormal,318827
2041,expressed_in,ZDB-TERM-070117-463,abnormal,318828
2042,expressed_in,ZDB-TERM-070117-463,abnormal,318829
2043,expressed_in,ZDB-TERM-070117-463,abnormal,318830
2044,expressed_in,ZDB-TERM-070117-463,abnormal,318831
2045,expressed_in,ZDB-TERM-070117-463,abnormal,318832
2046,expressed_in,ZDB-TERM-070117-463,abnormal,318833
2047,expressed_in,ZDB-TERM-070117-463,abnormal,318834
2048,expressed_in,ZDB-TERM-070117-463,abnormal,318835
2049,expressed_in,ZDB-TERM-070117-463,abnormal,318836
2050,expressed_in,ZDB-TERM-070117-463,abnormal,318837
2051,expressed_in,ZDB-TERM-070117-463,abnormal,318838
2052,expressed_in,ZDB-TERM-070117-463,abnormal,318942
2053,expressed_in,ZDB-TERM-070117-463,abnormal,318943
2054,expressed_in,ZDB-TERM-070117-463,abnormal,318944
2055,expressed_in,ZDB-TERM-070117-463,abnormal,318945
2056,expressed_in,ZDB-TERM-070117-463,abnormal,318946
2057,expressed_in,ZDB-TERM-070117-463,abnormal,318947
2058,expressed_in,ZDB-TERM-070117-463,abnormal,318948
2059,expressed_in,ZDB-TERM-070117-463,abnormal,318949
2062,expressed_in,ZDB-TERM-070117-463,abnormal,318998
2063,expressed_in,ZDB-TERM-070117-463,abnormal,318999
2064,expressed_in,ZDB-TERM-081207-1946,abnormal,319002
2065,expressed_in,ZDB-TERM-081207-1946,abnormal,319006
2066,expressed_in,ZDB-TERM-081207-1946,abnormal,319007
2067,expressed_in,ZDB-TERM-081207-1946,abnormal,319008
2068,expressed_in,ZDB-TERM-081207-1946,abnormal,319009
2073,expressed_in,ZDB-TERM-070117-463,abnormal,319026
2074,expressed_in,ZDB-TERM-070117-463,abnormal,319027
2075,expressed_in,ZDB-TERM-070117-463,abnormal,319028
2076,expressed_in,ZDB-TERM-070117-463,abnormal,319029
2077,expressed_in,ZDB-TERM-070117-463,abnormal,319030
2078,expressed_in,ZDB-TERM-070117-463,abnormal,319031
2079,expressed_in,ZDB-TERM-070117-463,abnormal,319044
2080,expressed_in,ZDB-TERM-070117-463,abnormal,319045
2081,expressed_in,ZDB-TERM-070117-463,abnormal,319046
2082,expressed_in,ZDB-TERM-081207-1946,abnormal,319079
2083,expressed_in,ZDB-TERM-081207-1946,abnormal,319080
2084,expressed_in,ZDB-TERM-070117-71,ameliorated,319081
2085,expressed_in,ZDB-TERM-081207-1946,abnormal,319087
2086,expressed_in,ZDB-TERM-070117-471,abnormal,319097
2087,expressed_in,ZDB-TERM-070326-1660,abnormal,319097
2088,expressed_in,ZDB-TERM-070117-471,abnormal,319098
2089,expressed_in,ZDB-TERM-070326-1660,abnormal,319098
2090,expressed_in,ZDB-TERM-081207-1946,abnormal,319099
2091,expressed_in,ZDB-TERM-081207-1946,abnormal,319101
2092,expressed_in,ZDB-TERM-081207-1946,abnormal,319103
2093,expressed_in,ZDB-TERM-081207-1946,abnormal,319114
2094,expressed_in,ZDB-TERM-081207-1946,abnormal,319116
2095,expressed_in,ZDB-TERM-081207-1946,abnormal,319121
2096,expressed_in,ZDB-TERM-070326-1661,abnormal,319121
2097,expressed_in,ZDB-TERM-081207-1946,abnormal,319125
2098,expressed_in,ZDB-TERM-070326-1661,abnormal,319125
2099,expressed_in,ZDB-TERM-081207-1946,abnormal,319126
2100,expressed_in,ZDB-TERM-070326-1661,abnormal,319126
2101,expressed_in,ZDB-TERM-081207-1946,abnormal,319127
2102,expressed_in,ZDB-TERM-070326-1661,abnormal,319127
2104,expressed_in,ZDB-TERM-070117-629,abnormal,319141
2105,expressed_in,ZDB-TERM-070326-1660,abnormal,319142
2106,expressed_in,ZDB-TERM-070117-629,abnormal,319143
2107,expressed_in,ZDB-TERM-070117-629,abnormal,319144
2108,expressed_in,ZDB-TERM-070326-1660,abnormal,319145
2109,expressed_in,ZDB-TERM-070117-629,abnormal,319146
2110,expressed_in,ZDB-TERM-070117-629,abnormal,319147
2111,expressed_in,ZDB-TERM-070326-1660,abnormal,319148
2112,expressed_in,ZDB-TERM-070117-629,abnormal,319149
2113,expressed_in,ZDB-TERM-081207-1946,abnormal,319155
2114,expressed_in,ZDB-TERM-070326-1661,abnormal,319155
2115,expressed_in,ZDB-TERM-081207-1946,abnormal,319159
2116,expressed_in,ZDB-TERM-070326-1661,abnormal,319159
2117,expressed_in,ZDB-TERM-070326-1660,abnormal,319161
2118,expressed_in,ZDB-TERM-070117-629,abnormal,319162
2119,expressed_in,ZDB-TERM-070326-1660,abnormal,319164
2120,expressed_in,ZDB-TERM-070117-629,abnormal,319165
2121,expressed_in,ZDB-TERM-081207-1946,abnormal,319178
2122,expressed_in,ZDB-TERM-081207-1946,abnormal,319179
2123,expressed_in,ZDB-TERM-070117-61,abnormal,319202
2124,expressed_in,ZDB-TERM-070117-61,abnormal,319207
2125,expressed_in,ZDB-TERM-070117-61,abnormal,319208
2126,expressed_in,ZDB-TERM-070117-61,abnormal,319214
2127,expressed_in,ZDB-TERM-070117-61,abnormal,319215
2128,expressed_in,ZDB-TERM-070326-1661,abnormal,319218
2129,expressed_in,ZDB-TERM-070117-61,abnormal,319220
2130,expressed_in,ZDB-TERM-070117-61,abnormal,319222
2131,expressed_in,ZDB-TERM-081207-1946,abnormal,319251
2132,expressed_in,ZDB-TERM-081207-1946,abnormal,319252
2133,expressed_in,ZDB-TERM-081207-1946,abnormal,319253
2134,expressed_in,ZDB-TERM-081207-1946,abnormal,319254
2135,expressed_in,ZDB-TERM-070117-471,abnormal,319263
2137,expressed_in,ZDB-TERM-070117-471,abnormal,319265
2138,expressed_in,ZDB-TERM-081207-1946,abnormal,319268
2139,expressed_in,ZDB-TERM-070117-471,abnormal,319272
2141,expressed_in,ZDB-TERM-070117-471,abnormal,319274
2142,expressed_in,ZDB-TERM-070117-471,abnormal,319275
2143,expressed_in,ZDB-TERM-070117-471,abnormal,319278
2144,expressed_in,ZDB-TERM-070117-471,abnormal,319281
2145,expressed_in,ZDB-TERM-070117-471,abnormal,319282
2146,expressed_in,ZDB-TERM-070117-471,abnormal,319286
2147,expressed_in,ZDB-TERM-081207-1946,abnormal,319291
2148,expressed_in,ZDB-TERM-081207-1946,abnormal,319292
2149,expressed_in,ZDB-TERM-081207-1946,abnormal,319293
2150,expressed_in,ZDB-TERM-081207-1946,abnormal,319294
2151,expressed_in,ZDB-TERM-081207-1946,abnormal,319295
2156,expressed_in,ZDB-TERM-081207-1946,abnormal,319305
2157,expressed_in,ZDB-TERM-081207-1946,abnormal,319306
2158,expressed_in,ZDB-TERM-081207-1946,abnormal,319307
2159,expressed_in,ZDB-TERM-081207-1946,abnormal,319309
2160,expressed_in,ZDB-TERM-081207-1946,abnormal,319311
2161,expressed_in,ZDB-TERM-081207-1946,abnormal,319312
2162,expressed_in,ZDB-TERM-081207-1946,abnormal,319313
2163,expressed_in,ZDB-TERM-081207-1946,abnormal,319314
2174,expressed_in,ZDB-TERM-081207-1946,abnormal,319325
2177,expressed_in,ZDB-TERM-081207-1946,abnormal,319328
2178,expressed_in,ZDB-TERM-081207-1946,abnormal,319329
2179,expressed_in,ZDB-TERM-081207-1946,abnormal,319330
2180,expressed_in,ZDB-TERM-081207-1946,abnormal,319331
2181,expressed_in,ZDB-TERM-081207-1946,abnormal,319332
2182,expressed_in,ZDB-TERM-081207-1946,abnormal,319333
2183,expressed_in,ZDB-TERM-081207-1946,abnormal,319334
2184,expressed_in,ZDB-TERM-070117-471,abnormal,319335
2185,expressed_in,ZDB-TERM-070117-471,abnormal,319336
2186,expressed_in,ZDB-TERM-081207-1946,abnormal,319395
2187,expressed_in,ZDB-TERM-081207-1946,abnormal,319396
2188,expressed_in,ZDB-TERM-081207-1946,abnormal,319397
2189,expressed_in,ZDB-TERM-070117-463,abnormal,319398
2190,expressed_in,ZDB-TERM-070117-463,abnormal,319399
2191,expressed_in,ZDB-TERM-070117-463,abnormal,319400
2192,expressed_in,ZDB-TERM-070117-471,abnormal,319407
2193,expressed_in,ZDB-TERM-070117-471,abnormal,319410
2194,expressed_in,ZDB-TERM-070117-471,abnormal,319411
2195,expressed_in,ZDB-TERM-070117-471,abnormal,319412
2196,expressed_in,ZDB-TERM-070117-471,abnormal,319413
2197,expressed_in,ZDB-TERM-070117-71,ameliorated,319414
2198,expressed_in,ZDB-TERM-070117-71,ameliorated,319415
2199,expressed_in,ZDB-TERM-070117-471,abnormal,319421
2200,expressed_in,ZDB-TERM-070117-471,abnormal,319422
2201,expressed_in,ZDB-TERM-070117-471,abnormal,319423
2202,expressed_in,ZDB-TERM-070117-629,abnormal,319424
2203,expressed_in,ZDB-TERM-070117-629,abnormal,319425
2204,expressed_in,ZDB-TERM-070117-471,abnormal,319444
2205,expressed_in,ZDB-TERM-070117-471,abnormal,319445
2206,expressed_in,ZDB-TERM-070117-471,abnormal,319446
2207,expressed_in,ZDB-TERM-070117-471,abnormal,319447
2208,expressed_in,ZDB-TERM-070117-471,abnormal,319448
2209,expressed_in,ZDB-TERM-070117-471,abnormal,319449
2210,expressed_in,ZDB-TERM-070117-471,abnormal,319452
2211,expressed_in,ZDB-TERM-070117-471,abnormal,319453
2212,expressed_in,ZDB-TERM-070326-1660,abnormal,319455
2213,expressed_in,ZDB-TERM-070117-61,abnormal,319455
2214,expressed_in,ZDB-TERM-081207-1946,abnormal,319460
2215,expressed_in,ZDB-TERM-081207-1946,abnormal,319461
2216,expressed_in,ZDB-TERM-081207-1946,abnormal,319463
2217,expressed_in,ZDB-TERM-081207-1946,abnormal,319464
2218,expressed_in,ZDB-TERM-081207-1946,abnormal,319465
2219,expressed_in,ZDB-TERM-081207-1946,abnormal,319470
2220,expressed_in,ZDB-TERM-081207-1946,abnormal,319471
2221,expressed_in,ZDB-TERM-081207-1946,abnormal,319472
2222,expressed_in,ZDB-TERM-081207-1946,abnormal,319473
2223,expressed_in,ZDB-TERM-081207-1946,abnormal,319474
2224,expressed_in,ZDB-TERM-081207-1946,abnormal,319475
2225,expressed_in,ZDB-TERM-081207-1946,abnormal,319482
2226,expressed_in,ZDB-TERM-081207-1946,abnormal,319483
2227,expressed_in,ZDB-TERM-081207-1946,abnormal,319484
2228,expressed_in,ZDB-TERM-081207-1946,abnormal,319493
2229,expressed_in,ZDB-TERM-081207-1946,abnormal,319494
2230,expressed_in,ZDB-TERM-070117-629,abnormal,319524
2231,expressed_in,ZDB-TERM-070117-61,abnormal,319524
2232,expressed_in,ZDB-TERM-070117-629,abnormal,319525
2233,expressed_in,ZDB-TERM-070117-61,abnormal,319525
2234,expressed_in,ZDB-TERM-070117-471,abnormal,319529
2235,expressed_in,ZDB-TERM-070117-471,abnormal,319530
2236,expressed_in,ZDB-TERM-070117-471,abnormal,319531
2240,expressed_in,ZDB-TERM-081207-1946,abnormal,319535
2241,expressed_in,ZDB-TERM-081207-1946,abnormal,319536
2242,expressed_in,ZDB-TERM-081207-1946,abnormal,319537
2243,expressed_in,ZDB-TERM-070117-71,ameliorated,319538
2244,expressed_in,ZDB-TERM-070117-71,ameliorated,319539
2245,expressed_in,ZDB-TERM-070117-71,ameliorated,319540
2246,expressed_in,ZDB-TERM-070117-471,abnormal,319542
